source	target
hydrocortisone	psoriasis susceptibility 7 (finding)/psoriasis 7, susceptibility to related phenotypic feature
hydrocortisone	inflammatory bowel disease 14
hydrocortisone	psoriasis 2
hydrocortisone	autoimmune disease, multisystem, infantile-onset, 2
hydrocortisone	asthma-related traits, susceptibility to, 7
hydrocortisone	congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency
hydrocortisone	lipoid congenital adrenal hyperplasia/congenital lipoid adrenal hyperplasia due to star deficency
hydrocortisone	systemic lupus erythematosus, susceptibility to, 10 (finding)/systemic lupus erythematosus, susceptibility to, 10 related phenotypic feature
hydrocortisone	systemic lupus erythematosus, susceptibility to, 11
hydrocortisone	autoimmune disease, susceptibility to, 6
hydrocortisone	gastritis associated with crohn disease
hydrocortisone	nephrotic syndrome, type 16/nephrotic syndrome, type 16 related phenotypic feature
hydrocortisone	congenital adrenal hyperplasia due to 21 hydroxylase deficiency/hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency
hydrocortisone	nephrosis, congenital/congenital nephrotic syndrome
hydrocortisone	aphthous stomatitis
hydrocortisone	lymphoma, t-cell, cutaneous/cutaneous t-cell lymphoma
hydrocortisone	iritis
hydrocortisone	uveitis
hydrocortisone	ulcerative colitis
hydrocortisone	allergic conjunctivitis
hydrocortisone	seborrheic dermatitis
hydrocortisone	rosacea
hydrocortisone	proctitis
hydrocortisone	corneal ulcer
hydrocortisone	recurrent erosion of cornea/recurrent corneal erosions
hydrocortisone	iridocyclitis
hydrocortisone	keratitis
hydrocortisone	discoid lupus erythematosus
hydrocortisone	dermatitis
hydrocortisone	primary cutaneous t-cell lymphoma
hydrocortisone	anterior uveitis
methylprednisolone	lymphoma, t-cell, cutaneous/cutaneous t-cell lymphoma
methylprednisolone	immune thrombocytopenic purpura/idiopathic thrombocytopenic purpura
methylprednisolone	systemic lupus erythematosus
methylprednisolone	eczema
methylprednisolone	systemic lupus erythematosus, susceptibility to, 2 (disorder)/systemic lupus erythematosus, susceptibility to, 2 related phenotypic feature
methylprednisolone	non-hodgkin lymphoma
methylprednisolone	musculoskeletal system disease
methylprednisolone	thyroiditis
methylprednisolone	skin disease
methylprednisolone	exfoliative dermatitis/erythroderma
methylprednisolone	asthma
methylprednisolone	rheumatoid arthritis
methylprednisolone	congenital adrenal hyperplasia
methylprednisolone	lymphosarcoma
methylprednisolone	angioedema
methylprednisolone	congenital hypoplastic anemia
methylprednisolone	exanthem
methylprednisolone	psoriasis
methylprednisolone	cerebral edema/brain edema
methylprednisolone	seborrheic dermatitis
methylprednisolone	crohn disease
methylprednisolone	juvenile rheumatoid arthritis
methylprednisolone	eye abnormalities/eye disease
methylprednisolone	addison disease/primary adrenal insufficiency
methylprednisolone	lymphoid leukemia
methylprednisolone	hodgkin lymphoma
methylprednisolone	lymphoblastic leukemia, acute, with lymphomatous features
methylprednisolone	ankylosing spondylitis
methylprednisolone	autoimmune hemolytic anemia
methylprednisolone	synovitis
methylprednisolone	adrenal insufficiency/adrenocortical insufficiency
methylprednisolone	rheumatic heart disease
methylprednisolone	adrenogenital syndrome
methylprednisolone	nephrotic syndrome, type 17
methylprednisolone	inflammatory bowel disease 29
methylprednisolone	immunoglobulin-mediated membranoproliferative glomerulonephritis
methylprednisolone	dermatitis, atopic, 2/atopic dermatitis 2
methylprednisolone	nephrotic syndrome, type 8
methylprednisolone	tenosynovitis
methylprednisolone	multiple sclerosis
methylprednisolone	allergic rhinitis
methylprednisolone	autoimmune thrombocytopenia
methylprednisolone	autoimmune disease
methylprednisolone	inflammatory bowel disease
methylprednisolone	gout
methylprednisolone	precursor lymphoid neoplasm/precursor lymphoblastic lymphoma/leukemia
methylprednisolone	systemic lupus erythematosus, susceptibility to, 6
methylprednisolone	systemic lupus erythematosus, susceptibility to, 9
methylprednisolone	childhood acute lymphoblastic leukemia
methylprednisolone	psoriasis susceptibility 1/psoriasis 1, susceptibility to related phenotypic feature
methylprednisolone	nephrotic syndrome, type 21
methylprednisolone	hodgkin disease, x-linked pseudoautosomal
methylprednisolone	nephrotic syndrome, type 19
methylprednisolone	inflammatory bowel disease 17
methylprednisolone	asthma-related traits, susceptibility to, 1
methylprednisolone	contact dermatitis
methylprednisolone	3-beta-hydroxysteroid dehydrogenase deficiency
methylprednisolone	asthma-related traits, susceptibility to, 5
methylprednisolone	denys-drash syndrome
methylprednisolone	nephrotic syndrome, type 10
methylprednisolone	psoriasis 11, susceptibility to
methylprednisolone	inflammatory bowel disease 10
methylprednisolone	nephrotic syndrome
methylprednisolone	systemic lupus erythematosus, resistance to, 1/systemic lupus erythematosus, susceptibility to, 1 (finding)
methylprednisolone	psoriasis 13, susceptibility to
methylprednisolone	rare inflammatory bowel disease
methylprednisolone	interdigitating dendritic cell sarcoma
methylprednisolone	nephrotic syndrome, type 6
methylprednisolone	asthma-related traits, susceptibility to, 2
methylprednisolone	discoid lupus erythematosus
methylprednisolone	inflammatory bowel disease 19
methylprednisolone	leukemia, acute lymphoblastic, susceptibility to, 3
methylprednisolone	leukemia, acute lymphoblastic, susceptibility to, 2/leukemia, acute lymphoblastic, susceptibility to, 2 related phenotypic feature
methylprednisolone	ige responsiveness, atopic
methylprednisolone	classic hodgkin lymphoma
methylprednisolone	leukemia, acute lymphocytic, susceptibility to, 1
methylprednisolone	multiple sclerosis, susceptibility to
methylprednisolone	congenital dyserythropoietic anemia
methylprednisolone	lamb2-related infantile-onset nephrotic syndrome
methylprednisolone	non-hodgkins lymphoma
methylprednisolone	burkitt lymphoma
methylprednisolone	adrenal hyperplasia, congenital, type 5/17,20-lyase deficiency, isolated
methylprednisolone	multiple sclerosis, susceptibility to, 5
methylprednisolone	inflammatory bowel disease 13
methylprednisolone	hodgkin disease, y-linked pseudoautosomal
methylprednisolone	nephrotic syndrome, type 2 related phenotypic feature/nephrotic syndrome, type 2
methylprednisolone	type ii hypersensitivity reaction disease
methylprednisolone	nephrotic syndrome, type 3
methylprednisolone	stat3-related early-onset multisystem autoimmune disease
methylprednisolone	primary cutaneous t-cell lymphoma
methylprednisolone	reactive angioendotheliomatosis/renin-angiotensin-aldosterone system-blocker-induced angioedema
methylprednisolone	nephrotic syndrome, type 18
methylprednisolone	inflammatory bowel disease 9
methylprednisolone	nephrotic syndrome, type 9
methylprednisolone	psoriasis susceptibility 7 (finding)/psoriasis 7, susceptibility to related phenotypic feature
methylprednisolone	inflammatory bowel disease 14
methylprednisolone	psoriasis 2
methylprednisolone	autoimmune disease, multisystem, infantile-onset, 2
methylprednisolone	asthma-related traits, susceptibility to, 7
methylprednisolone	congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency
methylprednisolone	lipoid congenital adrenal hyperplasia/congenital lipoid adrenal hyperplasia due to star deficency
methylprednisolone	systemic lupus erythematosus, susceptibility to, 10 (finding)/systemic lupus erythematosus, susceptibility to, 10 related phenotypic feature
methylprednisolone	systemic lupus erythematosus, susceptibility to, 11
methylprednisolone	autoimmune disease, susceptibility to, 6
methylprednisolone	gastritis associated with crohn disease
methylprednisolone	nephrotic syndrome, type 16/nephrotic syndrome, type 16 related phenotypic feature
methylprednisolone	congenital adrenal hyperplasia due to 21 hydroxylase deficiency/hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency
methylprednisolone	nephrosis, congenital/congenital nephrotic syndrome
cefotaxime	peritonitis
cefotaxime	bacterial meningitis
cefotaxime	meningococcal meningitis
cefotaxime	chronic recurrent multifocal osteomyelitis
cefotaxime	meningitis, escherichia coli/escherichia coli meningitis
cefotaxime	osteomyelitis
cefotaxime	bacterial pneumonia
cefotaxime	obsolete escherichia coli meningitis
ceftriaxone	bacterial meningitis
ceftriaxone	meningococcal meningitis
ceftriaxone	gonorrhea
ceftriaxone	chronic recurrent multifocal osteomyelitis
ceftriaxone	escherichia coli infections
ceftriaxone	endometritis
ceftriaxone	meningitis, escherichia coli/escherichia coli meningitis
ceftriaxone	bacterial pneumonia
ceftriaxone	osteomyelitis
ceftriaxone	pneumococcal meningitis
ceftriaxone	chronic gonococcal prostatitis
ceftriaxone	obsolete escherichia coli meningitis
acetoxolone	gastritis
neomycin	hepatic encephalopathy
neomycin	uveitis
neomycin	urinary tract infection
neomycin	keratitis
gentamicin	paronychia
gentamicin	cholangitis
gentamicin	peritonitis
gentamicin	bacterial conjunctivitis
gentamicin	bacterial meningitis
gentamicin	cellulitis
gentamicin	chronic recurrent multifocal osteomyelitis
gentamicin	dacryocystitis
gentamicin	escherichia coli infections
gentamicin	osteomyelitis
gentamicin	bacterial pneumonia
ciprofloxacin	prostatitis
ciprofloxacin	typhoid fever
ciprofloxacin	abdominal abscess
ciprofloxacin	bacterial conjunctivitis
ciprofloxacin	acute maxillary sinusitis
ciprofloxacin	chronic recurrent multifocal osteomyelitis
ciprofloxacin	cystitis
ciprofloxacin	shigella dysenteriae
ciprofloxacin	escherichia coli infections
ciprofloxacin	osteomyelitis
ciprofloxacin	bacterial pneumonia
chloramphenicol	typhoid fever
chloramphenicol	cellulitis
chloramphenicol	meningococcal meningitis
chloramphenicol	salmonellosis
rebamipide	gastritis
rebamipide	peptic ulcer/gastrojejunal ulcer
tetracycline	impetigo
tetracycline	urinary tract infection
tetracycline	bacterial conjunctivitis
tetracycline	brucellosis
tetracycline	bronchitis
tetracycline	gonorrhea
tetracycline	pneumonia
tetracycline	stomatitis
tetracycline	sinusitis
tetracycline	q fever
tetracycline	chronic gonococcal prostatitis
tetracycline	syphilis
tetracycline	paranasal sinus disease
chlorhexidine	gingivitis
ergoloid mesylates	dementia
azlocillin	osteomyelitis
azlocillin	aspiration pneumonia
azlocillin	urinary tract infection
azlocillin	chronic recurrent multifocal osteomyelitis
azlocillin	aspiration pneumonitis
ampicillin/pivampicillin	urinary tract infection
ampicillin/pivampicillin	gonorrhea
ampicillin/pivampicillin	sinusitis
ampicillin/pivampicillin	chronic gonococcal prostatitis
ampicillin/pivampicillin	paranasal sinus disease
ampicillin/pivampicillin	bacterial meningitis
ampicillin/pivampicillin	meningococcal meningitis
ampicillin/pivampicillin	shigella dysenteriae
ampicillin/pivampicillin	meningitis, escherichia coli/escherichia coli meningitis
ampicillin/pivampicillin	escherichia coli infections
ampicillin/pivampicillin	pneumococcal meningitis
ampicillin/pivampicillin	cholangitis
ampicillin/pivampicillin	bacterial endocarditis
ampicillin/pivampicillin	infectious otitis media
ampicillin/pivampicillin	bacterial pneumonia
ampicillin/pivampicillin	obsolete escherichia coli meningitis
ampicillin/pivampicillin	obsolete bacterial endocarditis
carbenicillin	prostatitis
carbenicillin	urinary tract infection
amoxicillin	urinary tract infection
amoxicillin	escherichia coli infections
amoxicillin	infectious otitis media
amoxicillin	bacterial pneumonia
mezlocillin	aspiration pneumonia
mezlocillin	urinary tract infection
mezlocillin	gonorrhea
mezlocillin	aspiration pneumonitis
mezlocillin	chronic gonococcal prostatitis
benzoyl peroxide	cholangitis
benzoyl peroxide	urinary tract infection
benzoyl peroxide	chronic recurrent multifocal osteomyelitis
benzoyl peroxide	meningitis
benzoyl peroxide	bacterial pneumonia
benzoyl peroxide	osteomyelitis
benzoyl peroxide	diphtheria
benzoyl peroxide	gonorrhea
benzoyl peroxide	whooping cough
benzoyl peroxide	infectious otitis media
benzoyl peroxide	chronic gonococcal prostatitis
benzoyl peroxide	syphilis
benzoyl peroxide	exanthem
benzoyl peroxide	seborrheic dermatitis
benzoyl peroxide	eczema
benzoyl peroxide	ige responsiveness, atopic
benzoyl peroxide	contact dermatitis
benzoyl peroxide	dermatitis, atopic, 2/atopic dermatitis 2
pirenzepine	peptic ulcer/gastrojejunal ulcer
piperacillin	abdominal abscess
piperacillin	peritonitis
piperacillin	urinary tract infection
piperacillin	gonorrhea
piperacillin	chronic recurrent multifocal osteomyelitis
piperacillin	escherichia coli infections
piperacillin	osteomyelitis
piperacillin	bacterial pneumonia
piperacillin	chronic gonococcal prostatitis
magnesium oxide	osteoporosis
magnesium oxide	dyspepsia
magnesium oxide	osteoporosis, postmenopausal/postmenopausal osteoporosis
magnesium oxide	constipation
ticarcillin	urinary tract infection
ticarcillin	pleural empyema
ticarcillin	escherichia coli infections
ticarcillin	aspiration pneumonia
ticarcillin	bacterial pneumonia
ticarcillin	aspiration pneumonitis
carbenoxolone	peptic ulcer/gastrojejunal ulcer
carbenoxolone	esophageal disease
carbenoxolone	esophageal ulcer
urea	exanthem
urea	eczema
urea	seborrheic dermatitis
urea	impacted cerumen
urea	ige responsiveness, atopic
urea	contact dermatitis
urea	dermatitis, atopic, 2/atopic dermatitis 2
sucralfate	duodenal ulcer
mannitol	cerebral edema/brain edema
mannitol	pseudotumor cerebri
mannitol	ocular hypertension
itraconazole	candidemia
itraconazole	candidiasis, invasive
itraconazole	cardiac arrest
itraconazole	atrioventricular block
metaproterenol	asthma
metaproterenol	bronchitis
metaproterenol	emphysema
metaproterenol	asthma-related traits, susceptibility to, 1
metaproterenol	asthma-related traits, susceptibility to, 7
metaproterenol	asthma-related traits, susceptibility to, 5
metaproterenol	asthma-related traits, susceptibility to, 2
fusidic acid	paronychia
fusidic acid	cellulitis
fusidic acid	brucellosis
fusidic acid	bacterial meningitis
fusidic acid	tularemia
fusidic acid	chronic recurrent multifocal osteomyelitis
fusidic acid	keratoconjunctivitis
fusidic acid	uveitis
fusidic acid	rosacea
fusidic acid	dacryocystitis
fusidic acid	chlamydia
fusidic acid	escherichia coli infections
fusidic acid	q fever
fusidic acid	osteomyelitis
fusidic acid	urinary tract infection
fusidic acid	sinusitis
fusidic acid	bacterial conjunctivitis
fusidic acid	anterior uveitis
fusidic acid	allergic conjunctivitis
fusidic acid	stomatitis
fusidic acid	paranasal sinus disease
fusidic acid	pneumonia
fusidic acid	cholangitis
fusidic acid	bronchitis
fusidic acid	gonorrhea
fusidic acid	peritonitis
fusidic acid	syphilis
fusidic acid	bacterial pneumonia
fusidic acid	pneumococcal infections/pneumococcal infection
fusidic acid	chlamydia infections/chlamydophila infections
fusidic acid	chronic gonococcal prostatitis
bacitracin	keratitis
diflunisal	rheumatoid arthritis
diflunisal	pain
diflunisal	osteoarthritis
diflunisal	heberden's node
diflunisal	osteoarthritis susceptibility 1
diflunisal	osteoarthritis susceptibility 5
diflunisal	osteoarthritis susceptibility 3
diflunisal	juvenile rheumatoid arthritis
salicylic acid	rheumatoid arthritis
salicylic acid	osteoarthritis
salicylic acid	heberden's node
salicylic acid	osteoarthritis susceptibility 1
salicylic acid	osteoarthritis susceptibility 5
salicylic acid	osteoarthritis susceptibility 3
salicylic acid	juvenile rheumatoid arthritis
salicylic acid	seborrheic dermatitis
salicylic acid	allergic rhinitis
salicylic acid	pain
salicylic acid	hyperkeratosis
salicylic acid	synovitis
salicylic acid	fever symptoms (finding)
salicylamide	fever symptoms (finding)
salicylamide	pain
aspirin	rheumatoid arthritis
aspirin	osteoarthritis
aspirin	migraine
aspirin	pain
aspirin	migraine with or without aura, susceptibility to, 1
aspirin	myocardial infarction
aspirin	heberden's node
aspirin	osteoarthritis susceptibility 1
aspirin	osteoarthritis susceptibility 5
aspirin	myocardial infarction, susceptibility to, 2
aspirin	osteoarthritis susceptibility 3
aspirin	migraine with or without aura, susceptibility to, 13/migraine with or without aura, susceptibility to, 13 related phenotypic feature
aspirin	myocardial infarction, susceptibility to
aspirin	juvenile rheumatoid arthritis
sodium fluoride	vitamin deficiency/avitaminosis
rifaximin	hepatic encephalopathy
retapamulin	impetigo
amikacin	cholangitis
amikacin	bacterial meningitis
amikacin	chronic recurrent multifocal osteomyelitis
amikacin	escherichia coli infections
amikacin	meningitis, escherichia coli/escherichia coli meningitis
amikacin	osteomyelitis
amikacin	bacterial pneumonia
amikacin	obsolete escherichia coli meningitis
ozenoxacin	staphylococcal skin infections
ozenoxacin	staphylococcal scalded skin syndrome
carbachol	glaucoma 1, open angle, o
carbachol	open-angle glaucoma/primary open angle glaucoma
carbachol	glaucoma, normal tension, susceptibility to (finding)/glaucoma, normal tension, susceptibility to related phenotypic feature
carbachol	glaucoma 1, open angle, g
carbachol	glaucoma 1, open angle, f
carbachol	glaucoma 1, open angle, p
hyoscyamine	peptic ulcer/gastrojejunal ulcer
tolcapone	parkinson disease 21
tolcapone	parkinson's disease
tolcapone	parkinson disease 22, autosomal dominant
tolcapone	parkinson disease, late-onset/parkinson disease, late-onset related phenotypic feature
entacapone	parkinson disease 21
entacapone	parkinson's disease
entacapone	parkinson disease 22, autosomal dominant
entacapone	parkinson disease, late-onset/parkinson disease, late-onset related phenotypic feature
sodium iodide (131i)	hyperthyroidism
sodium iodide (131i)	hyperthyroidism, familial gestational/familial gestational hyperthyroidism
sodium iodide (131i)	hyperthyroidism, nonautoimmune/thyroid adenoma, hyperfunctioning
sodium iodide (131i)	rare hyperthyroidism
zoledronic acid	osteoporosis
