source	target
butenafine	plum allergy
butenafine	tomato allergy
butenafine	fish allergy
butenafine	atlantic cod allergy
butenafine	atlantic salmon allergy
butenafine	carp allergy
butenafine	zebrafish allergy
butenafine	rainbow trout allergy
butenafine	penicillin allergy
butenafine	mollusc allergy
butenafine	crustacean allergy
butenafine	brown shrimp allergy
butenafine	crab allergy
butenafine	indian prawn allergy
butenafine	tiger prawn allergy
butenafine	white shrimp allergy
butenafine	snail allergy
butenafine	horned turban snail allergy
ropivacaine	obsolete herpes simplex virus septicemia
ropivacaine	obsolete serratia septicemia
ropivacaine	septicemia
ropivacaine	hypotension
ropivacaine	progressive familial heart block
ropivacaine	bundle branch block
ropivacaine	progressive familial heart block, type ii/progressive familial heart block type ii
ropivacaine	progressive familial heart block, type ib/progressive familial heart block type ib
ropivacaine	heart block
quetiapine	blood coagulation disease
quetiapine	abnormality of coagulation/hemorrhagic disorders
quetiapine	liver disease
quetiapine	obsolete hepatic torque teno virus infectious disease
clopidogrel	blood coagulation disease
clopidogrel	abnormality of coagulation/hemorrhagic disorders
clopidogrel	glycoprotein ia deficiency/platelet-type bleeding disorder 9
clopidogrel	platelet glycoprotein iv deficiency/platelet-type bleeding disorder 10
clopidogrel	thromboxane synthetase deficiency/platelet-type bleeding disorder 14
clopidogrel	platelet-type bleeding disorder 19
clopidogrel	platelet-type bleeding disorder 18
clopidogrel	platelet-type bleeding disorder 15
clopidogrel	platelet-type bleeding disorder 20
clopidogrel	platelet-type bleeding disorder 11
clopidogrel	prostaglandin-endoperoxide synthase 1 deficiency, platelet/platelet-type bleeding disorder 12
clopidogrel	glanzmann thrombasthenia, autosomal dominant/platelet-type bleeding disorder 16
clopidogrel	bleeding disorder due to p2ry12 defect/platelet-type bleeding disorder 8
clopidogrel	fundus hemorrhage
raloxifene	obsolete transient hypertension of pregnancy
raloxifene	obsolete toxemia with convulsions complicating pregnancy, childbirth or the puerperium
raloxifene	obsolete pregnancy in diabetics
raloxifene	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
raloxifene	obsolete complications of pregnancy, childbirth and the puerperium
raloxifene	obsolete complications mainly related to pregnancy
raloxifene	obsolete excessive vomiting starting after 22 completed weeks of gestation
raloxifene	pregnancy exposure
naratriptan	peripheral arterial disease
naratriptan	peripheral vascular disease
naratriptan	prinzmetal angina
naratriptan	nephronophthisis-like nephropathy 1
naratriptan	obsolete bone marrow tansplantation nephropathy
naratriptan	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
naratriptan	obsolete gouty nephropathy
naratriptan	kidney diseases/kidney disease
naratriptan	congenital anomaly of the kidney/abnormality of the kidney
naratriptan	hypertension
naratriptan	obsolete pre-eclampsia or eclampsia superimposed on pre-existing hypertension
naratriptan	liver disease
naratriptan	obsolete hepatic torque teno virus infectious disease
naratriptan	myocardial infarction
naratriptan	stroke
sibutramine	x-linked intellectual disability-cardiomegaly-congestive heart failure syndrome
sibutramine	congestive heart failure/heart failure
sibutramine	premature cardiac complex/cardiac complexes, premature
sibutramine	chronic atrial and intestinal dysrhythmia
sibutramine	arrhythmia
sibutramine	anorexia nervosa
sibutramine	stroke
sibutramine	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
sibutramine	hypertension
sibutramine	obsolete pre-eclampsia or eclampsia superimposed on pre-existing hypertension
tolterodine	primary angle-closure glaucoma
tolterodine	intestinal obstruction
tolterodine	allergy
tolterodine	gluten allergy
tolterodine	obsolete arthropathy due to hypersensitivity reaction
tolterodine	allergic respiratory disease/respiratory allergy
tolterodine	timothy grass allergy
tolterodine	gastrointestinal allergy
tolterodine	fruit allergy
tolterodine	apple allergy
tolterodine	apricot allergy
tolterodine	cherry allergy
tolterodine	indian plum allergy
tolterodine	melon allergy
tolterodine	peach allergy
tolterodine	plum allergy
tolterodine	tomato allergy
tolterodine	fish allergy
tolterodine	atlantic cod allergy
tolterodine	atlantic salmon allergy
tolterodine	carp allergy
tolterodine	zebrafish allergy
tolterodine	rainbow trout allergy
tolterodine	penicillin allergy
tolterodine	mollusc allergy
tolterodine	crustacean allergy
tolterodine	brown shrimp allergy
tolterodine	crab allergy
tolterodine	indian prawn allergy
tolterodine	tiger prawn allergy
tolterodine	white shrimp allergy
tolterodine	snail allergy
tolterodine	horned turban snail allergy
tirofiban	cerebral hemorrhage
tirofiban	arteriovenous malformation
tirofiban	aneurysm
tirofiban	obsolete hemorrhagic disease of newborn
tirofiban	abnormality of coagulation/hemorrhagic disorders
tirofiban	obsolete epizootic hemorrhagic disease
tirofiban	obsolete histoplasma capsulatum pericarditis
tirofiban	pericarditis
tirofiban	obsolete histoplasma duboisii pericarditis
tirofiban	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
tirofiban	hypertension
tirofiban	obsolete pre-eclampsia or eclampsia superimposed on pre-existing hypertension
sevelamer	nephrolithiasis-osteoporosis, hypophosphatemic, 1/hypophosphatemic nephrolithiasis/osteoporosis 1
sevelamer	nephrolithiasis-osteoporosis, hypophosphatemic, 2/hypophosphatemic nephrolithiasis/osteoporosis 2
sevelamer	hypophosphatemia
sevelamer	intestinal obstruction
peginterferon beta-1a	obsolete drug-induced psychotic disease with delusion
peginterferon beta-1a	mental retardation, x-linked 16/mental retardation with psychosis, pyramidal signs, and macroorchidism
peginterferon beta-1a	psychosis
peginterferon beta-1a	autoimmune hepatitis
peginterferon beta-1a	encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities
tegaserod	gallbladder disease
tegaserod	liver disease
tegaserod	obsolete hepatic torque teno virus infectious disease
tegaserod	intestinal obstruction
tegaserod	obsolete abortion complicated by renal failure
tegaserod	renal failure
tegaserod	obsolete adhesions of iris
tegaserod	obsolete adhesions and disruptions of pupillary membranes
tegaserod	obsolete adhesions and disruptions of iris and ciliary body
tegaserod	obsolete adhesions of drum head to incus
tegaserod	obsolete adhesions of drum head to promontorium
tegaserod	obsolete adhesions of drum head to stapes
melphalan	3-methylglutaconic aciduria type 7/3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia
melphalan	neutropenia
melphalan	poikiloderma with neutropenia
melphalan	thrombocytopenia
melphalan	obsolete transient hypertension of pregnancy
melphalan	obsolete toxemia with convulsions complicating pregnancy, childbirth or the puerperium
melphalan	obsolete pregnancy in diabetics
melphalan	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
melphalan	obsolete complications of pregnancy, childbirth and the puerperium
melphalan	obsolete complications mainly related to pregnancy
melphalan	obsolete excessive vomiting starting after 22 completed weeks of gestation
melphalan	pregnancy exposure
valganciclovir	anemia
valganciclovir	3-methylglutaconic aciduria type 7/3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia
valganciclovir	neutropenia
valganciclovir	poikiloderma with neutropenia
valganciclovir	thrombocytopenia
olmesartan	hypotension
olmesartan	obsolete transient hypertension of pregnancy
olmesartan	obsolete toxemia with convulsions complicating pregnancy, childbirth or the puerperium
olmesartan	obsolete pregnancy in diabetics
olmesartan	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
olmesartan	obsolete complications of pregnancy, childbirth and the puerperium
olmesartan	obsolete complications mainly related to pregnancy
olmesartan	obsolete excessive vomiting starting after 22 completed weeks of gestation
olmesartan	pregnancy exposure
olmesartan	hyperaldosteronism/cushing syndrome
exenatide	diabetic ketoacidosis
exenatide	obsolete diabetes mellitus insulin dependent type, uncontrolled, with peripheral circulatory disorder
exenatide	diabetes mellitus, insulin-dependent, 2/type 1 diabetes mellitus 2
exenatide	diabetes mellitus, insulin-dependent, 3/type 1 diabetes mellitus 3
exenatide	diabetes mellitus, insulin-dependent, 4/type 1 diabetes mellitus 4
exenatide	diabetes mellitus, insulin-dependent, 5/type 1 diabetes mellitus 5
exenatide	diabetes mellitus, insulin-dependent, 6/type 1 diabetes mellitus 6
exenatide	diabetes mellitus, insulin-dependent, 7/type 1 diabetes mellitus 7
exenatide	diabetes mellitus, insulin-dependent, 8/type 1 diabetes mellitus 8
exenatide	obsolete type 1 diabetes mellitus 9
exenatide	diabetes mellitus, insulin-dependent, 10/type 1 diabetes mellitus 10
exenatide	diabetes mellitus, insulin-dependent, 11/type 1 diabetes mellitus 11
exenatide	diabetes mellitus, insulin-dependent, 12/type 1 diabetes mellitus 12
exenatide	diabetes mellitus, insulin-dependent, 13/type 1 diabetes mellitus 13
exenatide	diabetes mellitus, insulin-dependent, 15/type 1 diabetes mellitus 15
exenatide	diabetes mellitus, insulin-dependent, 17/type 1 diabetes mellitus 17
exenatide	diabetes mellitus, insulin-dependent, 18/type 1 diabetes mellitus 18
exenatide	type 1 diabetes mellitus 19
exenatide	type 1 diabetes mellitus 20
exenatide	type 1 diabetes mellitus 21
exenatide	type 1 diabetes mellitus 22
exenatide	diabetes mellitus, insulin-dependent, 23/type 1 diabetes mellitus 23
exenatide	diabetes mellitus, insulin-dependent, 24/type 1 diabetes mellitus 24
exenatide	obsolete diabetes mellitus insulin dependent type, not stated as uncontrolled, with peripheral circulatory disorder
exenatide	obsolete diabetes mellitus insulin dependent type uncontrolled with renal manifestations
exenatide	obsolete diabetes mellitus insulin dependent type not stated as uncontrolled with renal manifestations
exenatide	obsolete diabetes mellitus insulin dependent type, uncontrolled, with ophthalmic manifestations
exenatide	obsolete insulin dependent type diabetes mellitus uncontrolled with ketoacidosis
exenatide	obsolete diabetes mellitus juvenile type, uncontrolled, with neurological manifestations
exenatide	obsolete diabetes mellitus insulin dependent type, not stated as uncontrolled, with ophthalmic manifestations
exenatide	diabetes mellitus, insulin-dependent related phenotypic feature/iddm 1
exenatide	type 1 diabetes mellitus
exenatide	obsolete diabetes mellitus insulin dependent type, not stated as uncontrolled, with neurological manifestations
edetate calcium disodium	anuria
colchicine	nephronophthisis-like nephropathy 1
colchicine	obsolete bone marrow tansplantation nephropathy
colchicine	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
colchicine	obsolete gouty nephropathy
colchicine	kidney diseases/kidney disease
colchicine	congenital anomaly of the kidney/abnormality of the kidney
colchicine	abnormality of the gastrointestinal tract/digestive system disorders
colchicine	obsolete transient hypertension of pregnancy
colchicine	obsolete toxemia with convulsions complicating pregnancy, childbirth or the puerperium
colchicine	obsolete pregnancy in diabetics
colchicine	obsolete complications of pregnancy, childbirth and the puerperium
colchicine	obsolete complications mainly related to pregnancy
colchicine	obsolete excessive vomiting starting after 22 completed weeks of gestation
colchicine	pregnancy exposure
colchicine	abnormality of blood and blood-forming tissues/hematologic disease
colchicine	obsolete arthropathy associated with hematological disorder
colchicine	obsolete hematological disease of fetus and newborn
colchicine	liver disease
colchicine	obsolete hepatic torque teno virus infectious disease
quinidine	myasthenia gravis
quinidine	progressive familial heart block
quinidine	bundle branch block
quinidine	progressive familial heart block, type ii/progressive familial heart block type ii
quinidine	progressive familial heart block, type ib/progressive familial heart block type ib
quinidine	heart block
ergonovine	placental abruption
ergonovine	obsolete transient hypertension of pregnancy
ergonovine	obsolete toxemia with convulsions complicating pregnancy, childbirth or the puerperium
ergonovine	obsolete pregnancy in diabetics
ergonovine	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
ergonovine	obsolete complications of pregnancy, childbirth and the puerperium
ergonovine	obsolete complications mainly related to pregnancy
ergonovine	obsolete excessive vomiting starting after 22 completed weeks of gestation
ergonovine	pregnancy exposure
diethylstilbestrol	breast cancer
diethylstilbestrol	breast neoplasm
diethylstilbestrol	obsolete transient hypertension of pregnancy
diethylstilbestrol	obsolete toxemia with convulsions complicating pregnancy, childbirth or the puerperium
diethylstilbestrol	obsolete pregnancy in diabetics
diethylstilbestrol	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
diethylstilbestrol	obsolete complications of pregnancy, childbirth and the puerperium
diethylstilbestrol	obsolete complications mainly related to pregnancy
diethylstilbestrol	obsolete excessive vomiting starting after 22 completed weeks of gestation
diethylstilbestrol	pregnancy exposure
diethylstilbestrol	thrombophlebitis
diethylstilbestrol	female reproductive system disease
digitoxin	amyloidosis
digitoxin	monoclonal light chain cardiac amyloidosis
digitoxin	transthyretin cardiac amyloidosis
digitoxin	hypertrophic cardiomyopathy
digitoxin	asymmetric septal hypertrophy
digitoxin	cardiomyopathy, familial hypertrophic, 2/hypertrophic cardiomyopathy 2
digitoxin	hypertrophic cardiomyopathy 3
digitoxin	familial hypertrophic cardiomyopathy type 4/hypertrophic cardiomyopathy 4
digitoxin	hypertrophic cardiomyopathy 21
digitoxin	hypertrophic cardiomyopathy 6
digitoxin	hypertrophic cardiomyopathy 7
digitoxin	cardiomyopathy, familial hypertrophic, 8/hypertrophic cardiomyopathy 8
digitoxin	cardiomyopathy, familial hypertrophic, 9/hypertrophic cardiomyopathy 9
digitoxin	cardiomyopathy, familial hypertrophic, 10/hypertrophic cardiomyopathy 10
digitoxin	cardiomyopathy, familial hypertrophic, 11/hypertrophic cardiomyopathy 11
digitoxin	hypertrophic cardiomyopathy 12
digitoxin	cardiomyopathy, familial hypertrophic, 13/hypertrophic cardiomyopathy 13
digitoxin	cardiomyopathy, familial hypertrophic, 14/hypertrophic cardiomyopathy 14
digitoxin	cardiomyopathy, familial hypertrophic, 15/hypertrophic cardiomyopathy 15
digitoxin	hypertrophic cardiomyopathy 16
digitoxin	hypertrophic cardiomyopathy 17
digitoxin	hypertrophic cardiomyopathy 18
digitoxin	hypertrophic cardiomyopathy 19/obsolete hypertrophic cardiomyopathy 19
digitoxin	hypertrophic cardiomyopathy 20
digitoxin	hypertrophic cardiomyopathy 26
digitoxin	cardiomyopathy, dilated, 1n/hypertrophic cardiomyopathy 25
digitoxin	constrictive pericarditis
digitoxin	ventricular fibrillation
digitoxin	progressive familial heart block
digitoxin	bundle branch block
digitoxin	progressive familial heart block, type ii/progressive familial heart block type ii
digitoxin	progressive familial heart block, type ib/progressive familial heart block type ib
digitoxin	heart block
digitoxin	ventricular tachycardia
propylthiouracil	obsolete transient hypertension of pregnancy
propylthiouracil	obsolete toxemia with convulsions complicating pregnancy, childbirth or the puerperium
propylthiouracil	obsolete pregnancy in diabetics
propylthiouracil	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
propylthiouracil	obsolete complications of pregnancy, childbirth and the puerperium
propylthiouracil	obsolete complications mainly related to pregnancy
propylthiouracil	obsolete excessive vomiting starting after 22 completed weeks of gestation
propylthiouracil	pregnancy exposure
methyltestosterone	prostate cancer
methyltestosterone	male breast carcinoma
methyltestosterone	obsolete transient hypertension of pregnancy
methyltestosterone	obsolete toxemia with convulsions complicating pregnancy, childbirth or the puerperium
methyltestosterone	obsolete pregnancy in diabetics
methyltestosterone	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
methyltestosterone	obsolete complications of pregnancy, childbirth and the puerperium
methyltestosterone	obsolete complications mainly related to pregnancy
methyltestosterone	obsolete excessive vomiting starting after 22 completed weeks of gestation
methyltestosterone	pregnancy exposure
methimazole	obsolete transient hypertension of pregnancy
methimazole	obsolete toxemia with convulsions complicating pregnancy, childbirth or the puerperium
methimazole	obsolete pregnancy in diabetics
methimazole	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
methimazole	obsolete complications of pregnancy, childbirth and the puerperium
methimazole	obsolete complications mainly related to pregnancy
methimazole	obsolete excessive vomiting starting after 22 completed weeks of gestation
methimazole	pregnancy exposure
penicillin g	allergy
penicillin g	gluten allergy
penicillin g	obsolete arthropathy due to hypersensitivity reaction
penicillin g	allergic respiratory disease/respiratory allergy
penicillin g	timothy grass allergy
penicillin g	gastrointestinal allergy
penicillin g	fruit allergy
penicillin g	apple allergy
penicillin g	apricot allergy
penicillin g	cherry allergy
penicillin g	indian plum allergy
penicillin g	melon allergy
penicillin g	peach allergy
penicillin g	plum allergy
penicillin g	tomato allergy
penicillin g	fish allergy
penicillin g	atlantic cod allergy
penicillin g	atlantic salmon allergy
penicillin g	carp allergy
penicillin g	zebrafish allergy
penicillin g	rainbow trout allergy
penicillin g	penicillin allergy
penicillin g	mollusc allergy
penicillin g	crustacean allergy
penicillin g	brown shrimp allergy
penicillin g	crab allergy
penicillin g	indian prawn allergy
penicillin g	tiger prawn allergy
penicillin g	white shrimp allergy
penicillin g	snail allergy
penicillin g	horned turban snail allergy
sodium acetate	autosomal dominant hypocalcemia 1
sodium acetate	autosomal dominant hypocalcemia 2
sodium acetate	autosomal dominant hypocalcemia
sodium acetate	obsolete hypocalcemia and hypomagnesemia of newborn
sodium acetate	pulmonary edema
sodium chloride	pulmonary edema
progesterone	obsolete transient hypertension of pregnancy
progesterone	obsolete toxemia with convulsions complicating pregnancy, childbirth or the puerperium
progesterone	obsolete pregnancy in diabetics
progesterone	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
progesterone	obsolete complications of pregnancy, childbirth and the puerperium
progesterone	obsolete complications mainly related to pregnancy
progesterone	obsolete excessive vomiting starting after 22 completed weeks of gestation
progesterone	pregnancy exposure
progesterone	liver disease
progesterone	obsolete hepatic torque teno virus infectious disease
progesterone	thrombophlebitis
progesterone	cerebral hemorrhage
progesterone	breast cancer
progesterone	breast neoplasm
ephedrine	premature cardiac complex/cardiac complexes, premature
ephedrine	chronic atrial and intestinal dysrhythmia
ephedrine	arrhythmia
ephedrine	primary angle-closure glaucoma
citric acid	anuria
citric acid	addison disease/primary adrenal insufficiency
citric acid	obsolete abortion complicated by renal failure
citric acid	renal failure
edetate calcium disodium	obsolete abortion complicated by renal failure
edetate calcium disodium	renal failure
testosterone	obsolete transient hypertension of pregnancy
testosterone	obsolete toxemia with convulsions complicating pregnancy, childbirth or the puerperium
testosterone	obsolete pregnancy in diabetics
testosterone	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
testosterone	obsolete complications of pregnancy, childbirth and the puerperium
testosterone	obsolete complications mainly related to pregnancy
testosterone	obsolete excessive vomiting starting after 22 completed weeks of gestation
testosterone	pregnancy exposure
testosterone	male breast carcinoma
testosterone	x-linked intellectual disability-cardiomegaly-congestive heart failure syndrome
testosterone	congestive heart failure/heart failure
testosterone	obsolete abortion complicated by renal failure
testosterone	renal failure
testosterone	prostate cancer
bacitracin	nephronophthisis-like nephropathy 1
bacitracin	obsolete bone marrow tansplantation nephropathy
bacitracin	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
bacitracin	obsolete gouty nephropathy
bacitracin	kidney diseases/kidney disease
bacitracin	congenital anomaly of the kidney/abnormality of the kidney
acetohexamide	obsolete transient hypertension of pregnancy
