source	target
benzoyl peroxide	urinary tract infection
benzoyl peroxide	arthropathy
escitalopram	major depressive disorder
escitalopram	generalized anxiety disorder
esmolol	atrial fibrillation
esmolol	supraventricular tachycardia
omeprazole	erosive esophagitis
omeprazole	zollinger-ellison syndrome
omeprazole	peptic esophagitis
omeprazole	gastroesophageal reflux disease
omeprazole	peptic ulcer/gastrojejunal ulcer
estradiol	postmenopausal atrophic vaginitis
estradiol	premenstrual dysphoric disorder
estradiol	acne
estradiol	atrophy of vulva
estradiol	osteoporosis, postmenopausal/postmenopausal osteoporosis
estradiol	female hypogonadism syndrome/female hypogonadism
estradiol	hot flashes
estradiol cypionate	hot flashes
estradiol cypionate	female hypogonadism syndrome/female hypogonadism
estradiol valerate	female hypogonadism syndrome/female hypogonadism
estradiol valerate	hot flashes
estramustine	prostate cancer
eszopiclone	insomnia
alclofenac	rheumatoid arthritis
alclofenac	pain
ethadione	childhood absence epilepsy
ethadione	epilepsy
ethambutol	pulmonary tuberculosis
ethchlorvynol	insomnia
ethinamate	insomnia
ethinyl estradiol	premenstrual dysphoric disorder
ethinyl estradiol	atrophy of vulva
ethinyl estradiol	hot flashes
ethinyl estradiol	acne
ethinyl estradiol	osteoporosis, postmenopausal/postmenopausal osteoporosis
ethinyl estradiol	postmenopausal atrophic vaginitis
ethionamide	pulmonary mycobacterium avium-intracellulare infection/
ethionamide	pulmonary tuberculosis
ethosuximide	childhood absence epilepsy
ethotoin	epilepsy with generalized tonic-clonic seizures
ethyl loflazepate	anxiety
ethyl loflazepate	depression
etidronic acid	osteitis deformans/bone paget disease
etidronic acid	humoral hypercalcemia of malignancy/hypercalcemia of malignancy
etizolam	anxiety
etodolac	pain
etodolac	osteoarthritis
etodolac	juvenile rheumatoid arthritis
etodolac	rheumatoid arthritis
etoposide	small cell lung carcinoma/small cell carcinoma
etoposide	testicular neoplasm/testicular cancer
etravirine	hiv infection
acitretin	psoriasis
everolimus	angiomyolipoma
everolimus	breast carcinoma
everolimus	renal cell carcinoma
everolimus	tuberous sclerosis
alendronic acid	osteoporosis, postmenopausal/postmenopausal osteoporosis
alendronic acid	osteitis deformans/bone paget disease
ezetimibe	familial hypercholesterolemia
ezetimibe	homozygous familial hypercholesterolemia
ezetimibe	hyperlipidemia
ezetimibe	sitosterolemia
penciclovir	herpes zoster
penciclovir	recurrent genital herpes simplex/recurrent genital herpes
penciclovir	recurrent herpes simplex labialis/recurrent oral herpes
famotidine	peptic esophagitis
famotidine	duodenal ulcer
famotidine	zollinger-ellison syndrome
famotidine	dyspepsia
famotidine	gastroesophageal reflux disease
famotidine	erosive esophagitis
famotidine	gastric ulcer
faropenem	cellulitis
faropenem	respiratory tract infections
fasudil	cerebral ischemia/brain ischemia
fasudil	intracranial vasospasm
febuxostat	hyperuricemia
felbamate	partial epilepsy
felbamate	lennox-gastaut syndrome
felbamate	epilepsy
fenbufen	osteoarthritis
fenbufen	pain
felodipine	hypertension
fendiline	coronary artery disease
alfuzosin	benign prostatic hyperplasia
fenfluramine	obesity
fenofibrate	hyperlipidemia
fenofibrate	hypertriglyceridemia
fenofibrate	familial hypercholesterolemia
fenofibrate	hypoalphalipoproteinemia
fenoldopam	malignant essential hypertension
fenoprofen	rheumatoid arthritis
fenoprofen	osteoarthritis
fenoprofen	pain
fenproporex	obesity
fentanyl	pain
fentiazac	pain
fenticonazole	vulvovaginal candidiasis
fexofenadine	chronic urticaria
fexofenadine	hay fever/seasonal allergic rhinitis
fexofenadine	allergic conjunctivitis
fexofenadine	allergic rhinitis
fexofenadine	sneezing
finasteride	benign prostatic hyperplasia
flavoxate	overactive bladder
flecainide	atrial fibrillation
floxuridine	primary malignant liver neoplasm/resectable malignant liver neoplasm
fluconazole	vulvovaginal candidiasis
fluconazole	oral candidiasis
fluconazole	esophageal candidiasis
fluconazole	cryptococcal meningitis
fluconazole	candidemia
fluconazole	disseminated candidiasis
fludarabine/fludarabine phosphate	chronic lymphocytic leukemia
aliskiren	hypertension
fludrocortisone acetate	congenital adrenal hyperplasia
fludrocortisone acetate	addison disease/primary adrenal insufficiency
flufenamic acid	pain
flunisolide	allergic rhinitis
flunisolide	asthma
flunoxaprofen	rheumatoid arthritis
fluocinolone acetonide	lymphoma, t-cell, cutaneous/cutaneous t-cell lymphoma
fluocinolone acetonide	exanthem
fluocinolone acetonide	pruritus ani
fluocinolone acetonide	discoid lupus erythematosus
fluocinolone acetonide	contact dermatitis
fluocinolone acetonide	neurodermatitis
fluocinolone acetonide	granuloma annulare
fluocinolone acetonide	melasma
fluocinolone acetonide	eczema
fluocinolone acetonide	posterior uveitis
fluocinolone acetonide	seborrheic dermatitis
fluocinolone acetonide	pruritus of genital organs
fluocinolone acetonide	pityriasis simplex/scurfiness of scalp
fluocinolone acetonide	dermatitis
fluorometholone	uveitis
fluorometholone	herpes zoster keratitis
fluorometholone	cyclitis
fluorometholone	iridocyclitis
fluorometholone	corneal ulcer
fluorometholone	rosacea
fluorometholone	allergic conjunctivitis
fluorometholone	iritis
fluoxetine	depression
fluoxetine	bulimia nervosa
fluoxetine	obsessive-compulsive disorder
fluoxetine	major depressive disorder
fluoxetine	premenstrual dysphoric disorder
fluoxetine	panic disorder
fluoxetine	bipolar disorder
fluoxymesterone	noonan syndrome
fluoxymesterone	eunuchism
fluoxymesterone	cryptorchidism
fluoxymesterone	klinefelter syndrome
fluoxymesterone	deficiency of testosterone biosynthesis/androgen insufficiency
fluoxymesterone	myotonia congenita
flupentixol/flupenthixol	schizophrenia
fluphenazine	psychosis
fluphenazine	schizophrenia
flurandrenolide	discoid lupus erythematosus
flurandrenolide	pruritus of genital organs
flurandrenolide	exanthem
flurandrenolide	contact dermatitis
flurandrenolide	granuloma annulare
flurandrenolide	neurodermatitis
flurandrenolide	seborrheic dermatitis
flurandrenolide	pruritus ani
flurandrenolide	lymphoma, t-cell, cutaneous/cutaneous t-cell lymphoma
flurandrenolide	eczema
flurazepam	insomnia
flurbiprofen	osteoarthritis
flurbiprofen	rheumatoid arthritis
fluspirilene	schizophrenia
flutamide	prostate cancer
fluticasone propionate	seborrheic dermatitis
fluticasone propionate	pruritus of genital organs
fluticasone propionate	exanthem
fluticasone propionate	allergic rhinitis
fluticasone propionate	allergic asthma
fluticasone propionate	granuloma annulare
fluticasone propionate	lymphoma, t-cell, cutaneous/cutaneous t-cell lymphoma
fluticasone propionate	neurodermatitis
fluticasone propionate	intrinsic asthma
fluticasone propionate	eczema
fluticasone propionate	discoid lupus erythematosus
fluticasone propionate	pruritus ani
fluticasone propionate	contact dermatitis
fluticasone propionate	emphysema
fluvastatin	familial hypercholesterolemia
fluvastatin	atherosclerosis
fluvoxamine	obsessive-compulsive disorder
fluvoxamine	social phobia
folic acid	folic acid deficiency anemia
folic acid	breastfeeding (mother)
folic acid	iron deficiency anemia
folic acid	folic acid deficiency
folic acid	vitamin deficiency/avitaminosis
leucovorin	megaloblastic anemia
leucovorin	folic acid deficiency
fomepizole	accidental poisoning by methyl alcohol
fondaparinux	pulmonary embolism
formestane	female breast carcinoma
formoterol	intrinsic asthma
formoterol	emphysema
formoterol	allergic asthma
allopurinol	gout
allopurinol	hyperuricemia
allopurinol	uric acid renal calculus
amprenavir	hiv infection
fosfomycin	urinary tract infection
fosinopril	hypertension
phenytoin/fosphenytoin	status epilepticus
phenytoin/fosphenytoin	epilepsy
frovatriptan	migraine
furosemide	acute pulmonary edema
furosemide	hypertension
fusidic acid	pneumonia due to escherichia coli
fusidic acid	furunculosis
fusidic acid	stomatitis
fusidic acid	typhus
fusidic acid	pharyngitis
fusidic acid	rosacea
fusidic acid	keratoconjunctivitis
fusidic acid	acute gonococcal endometritis
fusidic acid	herpes zoster keratitis
fusidic acid	escherichia coli septicemia
fusidic acid	anthrax
fusidic acid	peritonitis
fusidic acid	tularemia
fusidic acid	osteomyelitis
fusidic acid	bacterial conjunctivitis
fusidic acid	brucellosis
fusidic acid	staphylococcal pneumonia
fusidic acid	urethritis
fusidic acid	abdominal infection
fusidic acid	sinusitis
fusidic acid	gonorrhea
fusidic acid	actinomycosis
fusidic acid	pneumonia due to pseudomonas
fusidic acid	granuloma inguinale
fusidic acid	rickettsiosis
fusidic acid	yaws
fusidic acid	boutonneuse fever
fusidic acid	serratia sepsis
fusidic acid	q fever
fusidic acid	septicemia
fusidic acid	cellulitis
fusidic acid	pneumococcal infections/pneumococcal infection
fusidic acid	bacterial meningitis
fusidic acid	mycoplasma pneumoniae pneumonia
fusidic acid	inhalational anthrax
fusidic acid	dacryocystitis
fusidic acid	rhinoscleroma
fusidic acid	urinary tract infection
fusidic acid	gonorrhea of pharynx
fusidic acid	listeriosis
fusidic acid	cholangitis
fusidic acid	allergic conjunctivitis
fusidic acid	anterior uveitis
fusidic acid	relapsing fever
fusidic acid	acne
fusidic acid	cutaneous anthrax
fusidic acid	meibomianitis
fusidic acid	trachoma
fusidic acid	staphylococcal skin infections
fusidic acid	rocky mountain spotted fever
fusidic acid	paronychia
fusidic acid	folliculitis
fusidic acid	chancroid
fusidic acid	escherichia coli infections
fusidic acid	brill-zinsser disease
fusidic acid	pseudomonas aeruginosa infectious disease
fusidic acid	cholera
fusidic acid	bacterial peritonitis
fusidic acid	typhus, epidemic louse-borne/epidemic louse-borne typhus
fusidic acid	enterobacteriaceae infections
fusidic acid	bronchitis
fusidic acid	acute gonococcal cervicitis
fusidic acid	acute gonococcal epididymo-orchitis
fusidic acid	syphilis
fusidic acid	ornithosis
fusidic acid	blepharoconjunctivitis
fusidic acid	lymphogranuloma venereum
fusidic acid	chlamydia infections/chlamydophila infections
fusidic acid	gastrointestinal anthrax
fusidic acid	uveitis
fusidic acid	arthropathy
fusidic acid	chlamydia trachomatis infection of genital structure
fusidic acid	rickettsialpox
fusidic acid	bacterial pneumonia
fusidic acid	nosocomial pneumonia
fusidic acid	punctate keratitis
fusidic acid	streptococcal infection
fusidic acid	bartonellosis
fusidic acid	pneumonia
fusidic acid	scrub typhus
fusidic acid	staphylococcus aureus infection
fusidic acid	serratia infections
gabapentin	postherpetic neuralgia
gabapentin	restless legs syndrome
almitrine	chronic obstructive pulmonary disease
galantamine	alzheimer's disease
ganciclovir	herpes simplex virus keratitis
ganciclovir	cytomegalovirus retinitis
almotriptan	migraine
gatifloxacin	streptococcal pneumonia
gatifloxacin	bacterial conjunctivitis
gatifloxacin	chlamydial pneumonia
gatifloxacin	haemophilus influenzae pneumonia
gatifloxacin	staphylococcal pneumonia
gatifloxacin	staphylococcus aureus infection
gatifloxacin	acute gonococcal cervicitis
gatifloxacin	bacterial pneumonia
gatifloxacin	mycoplasma pneumoniae pneumonia
gefitinib	non-small cell lung carcinoma
gemcitabine	non-small cell lung carcinoma
gemcitabine	pancreatic adenocarcinoma
gemcitabine	ovarian cancer
gemfibrozil	hypertriglyceridemia
gemifloxacin	pneumonia due to klebsiella pneumoniae/klebsiella pneumonia
gemifloxacin	mycoplasma pneumoniae pneumonia
gemifloxacin	bacterial pneumonia
gemifloxacin	haemophilus influenzae pneumonia
gemifloxacin	chlamydial pneumonia
gimeracil	gastric cancer
glibornuride	type ii diabetes mellitus/type 2 diabetes mellitus
gliclazide	type ii diabetes mellitus/type 2 diabetes mellitus
alfacalcidol	renal osteodystrophy
alfacalcidol	hyperparathyroidism
alfacalcidol	hypoparathyroidism
glimepiride	type ii diabetes mellitus/type 2 diabetes mellitus
glipizide	type ii diabetes mellitus/type 2 diabetes mellitus
gliquidone	type ii diabetes mellitus/type 2 diabetes mellitus
glisoxepide	type ii diabetes mellitus/type 2 diabetes mellitus
glutethimide	insomnia
glyburide	type ii diabetes mellitus/type 2 diabetes mellitus
glycerin/glycerol	constipation
sodium glycerophosphate	hypophosphatemia
glymidine	type ii diabetes mellitus/type 2 diabetes mellitus
goserelin	endometriosis
grepafloxacin	streptococcal pneumonia
grepafloxacin	mycoplasma pneumoniae pneumonia
grepafloxacin	chlamydial urethritis
grepafloxacin	acute gonococcal cervicitis
grepafloxacin	gonorrhea
grepafloxacin	haemophilus influenzae pneumonia
griseofulvin	dermatophytosis of the body/tinea corporis
griseofulvin	dermatophytosis of groin and perianal area
griseofulvin	dermatophytosis of scalp and beard/tinea capitis
griseofulvin	onychomycosis
griseofulvin	tinea barbae
griseofulvin	tinea pedis
guaiacol	common cold
guaiacol	rhinitis
guaifenesin	headache disorders/headache disorder
guaifenesin	rhinitis
guaifenesin	common cold
guaifenesin	influenza-like symptoms/flu-like symptoms
guaifenesin	allergic rhinitis
guaifenesin	sinus pain
guanadrel	hypertension
guanethidine	hypertension
guanfacine	hypertension
guanfacine	attention deficit hyperactivity disorder
guanidine	lambert-eaton myasthenic syndrome
halazepam	anxiety
halobetasol propionate	granuloma annulare
halobetasol propionate	seborrheic dermatitis
halobetasol propionate	neurodermatitis
halobetasol propionate	discoid lupus erythematosus
halobetasol propionate	lymphoma, t-cell, cutaneous/cutaneous t-cell lymphoma
halobetasol propionate	eczema
halobetasol propionate	pruritus of genital organs
halobetasol propionate	contact dermatitis
halobetasol propionate	exanthem
halobetasol propionate	pruritus ani
halofantrine	plasmodium vivax malaria
halofantrine	plasmodium falciparum malaria
haloperidol	tourette syndrome
haloperidol	schizophrenia
haloperidol	psychosis
haloperidol	chronic schizophrenia
haloprogin	dermatophytosis of groin and perianal area
haloprogin	dermatophytosis of the body/tinea corporis
haloprogin	tinea pedis
alprazolam	anxiety
alprazolam	mixed anxiety and depressive disorder/
alprazolam	generalized anxiety disorder
alprazolam	panic disorder
homatropine	cycloplegia
homatropine	peptic ulcer/gastrojejunal ulcer
homatropine	biliary tract disease
homatropine	uveitis
homatropine	constipation
homatropine	irritable bowel syndrome
alprostadil	tricuspid atresia
alprostadil	aortic coarctation
alprostadil	tetralogy of fallot
alprostadil	erectile dysfunction/impotence
homatropine methylbromide	irritable bowel syndrome
homatropine methylbromide	peptic ulcer/gastrojejunal ulcer
hydralazine	hypertension
hydrochlorothiazide	hypertension
hydrocodone	rhinitis
hydrocodone	pain
hydrocodone	allergic rhinitis
hydrocodone	common cold
hydrocortisone	blepharoconjunctivitis
hydrocortisone	uveitis
hydrocortisone	cerebral edema/brain edema
hydrocortisone	rheumatic heart disease
hydrocortisone	nephrotic syndrome
hydrocortisone	recurrent herpes simplex labialis/recurrent oral herpes
hydrocortisone	crohn disease
hydrocortisone	proctitis
hydrocortisone	neurodermatitis
hydrocortisone	systemic lupus erythematosus
hydrocortisone	rheumatoid arthritis
hydrocortisone	inflammatory bowel disease
hydrocortisone	keratitis
hydrocortisone	exanthem
hydrocortisone	synovitis
hydrocortisone	herpes zoster keratitis
hydrocortisone	aphthous stomatitis
hydrocortisone	angioedema
hydrocortisone	humoral hypercalcemia of malignancy/hypercalcemia of malignancy
hydrocortisone	corneal ulcer
hydrocortisone	congenital hypoplastic anemia
hydrocortisone	multiple sclerosis
hydrocortisone	psoriasis
hydrocortisone	aspiration pneumonitis
hydrocortisone	congenital adrenal hyperplasia
hydrocortisone	iridocyclitis
hydrocortisone	discoid lupus erythematosus
hydrocortisone	pemphigus
hydrocortisone	dermatitis herpetiformis
hydrocortisone	tenosynovitis
hydrocortisone	acne
hydrocortisone	trichinellosis
hydrocortisone	lymphoid leukemia
hydrocortisone	tinea pedis
hydrocortisone	malignant otitis externa caused by pseudomonas aeruginosa
hydrocortisone	allergic conjunctivitis
hydrocortisone	seborrheic dermatitis
hydrocortisone	rosacea
hydrocortisone	granuloma annulare
hydrocortisone	serum sickness
hydrocortisone	hodgkin lymphoma
hydrocortisone	otitis externa
hydrocortisone	exfoliative dermatitis/erythroderma
hydrocortisone	non-hodgkin lymphoma
hydrocortisone	acquired thrombocytopenia
hydrocortisone	idiopathic acute eosinophilic pneumonia
hydrocortisone	thyroiditis
hydrocortisone	pruritus ani
hydrocortisone	eczema
hydrocortisone	bursitis
hydrocortisone	asthma
hydrocortisone	erythema multiforme
hydrocortisone	gout
hydrocortisone	dermatophytosis of groin and perianal area
hydrocortisone	hemorrhoid
hydrocortisone	psoriatic arthritis
hydrocortisone	addisonian crisis/adrenal crisis
hydrocortisone	pruritus of genital organs
hydrocortisone	adrenal insufficiency/adrenocortical insufficiency
hydrocortisone	lymphoma, t-cell, cutaneous/cutaneous t-cell lymphoma
hydrocortisone	iritis
hydrocortisone	dermatophytosis of the body/tinea corporis
hydrocortisone	cyclitis
hydrocortisone	addison disease/primary adrenal insufficiency
hydrocortisone	mycosis fungoides
hydrocortisone	dermatitis
hydrocortisone	allergic rhinitis
hydrocortisone	autoimmune disease
hydrocortisone	chronic ulcerative proctitis
hydrocortisone	contact dermatitis
hydrocortisone	ulcerative colitis
hydrocortisone	tendinopathy
hydrocortisone	autoimmune hemolytic anemia
hydrocortisone	eye abnormalities/eye disease
hydrocortisone	sarcoidosis
hydrocortisone	berylliosis
hydrocortisone	musculoskeletal system disease
hydrocortisone	ankylosing spondylitis
hydroflumethiazide	hypertension
hydromorphone	common cold
hydromorphone	pain
hydromorphone	severe pain
hydroxyamphetamine hydrobromide	mydriasis
hydroxychloroquine	plasmodium vivax malaria
hydroxychloroquine	systemic lupus erythematosus
hydroxychloroquine	ovale malaria/plasmodium ovale malaria
hydroxychloroquine	rheumatoid arthritis
hydroxychloroquine	discoid lupus erythematosus
hydroxychloroquine	quartan malaria
hydroxychloroquine	plasmodium falciparum malaria
hydroxyurea	head and neck cancer
hydroxyurea	hemoglobin ss disease with crisis
hydroxyurea	chronic myelogenous leukemia
hydroxyurea	ovarian cancer
hydroxyurea	sickle cell anemia
hydroxyurea	melanoma
hydroxyzine	allergic conjunctivitis
hydroxyzine	urticaria
hydroxyzine	dermatographic urticaria
hydroxyzine	eczema
hydroxyzine	allergic rhinitis
hyoscyamine	peptic ulcer/gastrojejunal ulcer
ibandronic acid	hypercalcemia
ibandronic acid	osteoporosis, postmenopausal/postmenopausal osteoporosis
ibopamine	congestive heart failure/heart failure
ibudilast	asthma
ibuprofen	influenza-like symptoms/flu-like symptoms
ibuprofen	severe pain
ibuprofen	rheumatoid arthritis
ibuprofen	pain
ibuprofen	headache disorders/headache disorder
ibuprofen	osteoarthritis
ibuprofen	juvenile rheumatoid arthritis
ibuprofen	sinus pain
ibuprofen	patent ductus arteriosus
altretamine	ovarian cancer
eicosapentaenoic acid	hypertriglyceridemia
idarubicin	acute myeloid leukemia
idarubicin	acute promyelocytic leukemia
idebenone	leber hereditary optic neuropathy
idoxuridine	herpes simplex virus keratitis
iloprost	pulmonary arterial hypertension
imatinib	systemic mastocytosis
imatinib	leukemia, myeloid, chronic-phase
imatinib	blast phase chronic myelogenous leukemia, bcr-abl1 positive
imatinib	chronic eosinophilic leukemia
imatinib	dermatofibrosarcoma protuberans
imatinib	idiopathic hypereosinophilic syndrome
imatinib	gastrointestinal stromal tumor
imidapril	hypertension
imipenem	streptococcal pneumonia
imipenem	pneumonia due to escherichia coli
imipenem	endometritis
imipenem	bacterial endocarditis
imipenem	abdominal infection
imipenem	arthropathy
imipenem	abdominal abscess
imipenem	bacterial pneumonia
imipenem	septicemia
imipenem	osteomyelitis
imipenem	haemophilus influenzae pneumonia
imipenem	peritonitis
imipramine	depression
imipramine	nocturnal enuresis
imiquimod	common wart
imiquimod	condyloma acuminatum/anogenital human papillomavirus infection
imiquimod	superficial basal cell carcinoma
imiquimod	actinic keratosis
incadronic acid	osteoporosis
incadronic acid	humoral hypercalcemia of malignancy/hypercalcemia of malignancy
indapamide	hypertension
indinavir	hiv infection
loratadine	extrapyramidal disorders/extrapyramidal sign
loratadine	parkinson's disease
loratadine	parkinsonism
loratadine	postencephalitic parkinson disease
indomethacin	tenosynovitis
indomethacin	bursitis
indomethacin	shoulder bursitis
indomethacin	rheumatoid arthritis
indomethacin	ankylosing spondylitis
indomethacin	patent ductus arteriosus
indomethacin	synovitis
indomethacin	osteoarthritis
indomethacin	tendinopathy
indomethacin	gout
inositol niacinate	pellagra
iodoquinol	amebiasis
ambenonium	myasthenia gravis
ambroxol	pharyngitis
ipratropium	bronchospasm
ipratropium	allergic rhinitis
ipratropium	chronic obstructive pulmonary disease
ipratropium	emphysema
ipratropium	bronchitis
ipriflavone	osteoporosis, postmenopausal/postmenopausal osteoporosis
iproclozide	depression
iproniazid	depression
irbesartan	hypertension
irbesartan	diabetic nephropathy
irinotecan	metastasis from malignant tumor of colon
irinotecan	secondary malignant neoplasm of pancreas/metastatic malignant neoplasm in the pancreas
irinotecan	pancreatic adenocarcinoma
isocarboxazid	major depressive disorder
isoniazid	pulmonary tuberculosis
itraconazole	common cold
itraconazole	low cardiac output
itraconazole	atrioventricular block
itraconazole	shock
itraconazole	cardiac arrest
amcinonide	granuloma annulare
amcinonide	contact dermatitis
amcinonide	pruritus ani
amcinonide	lymphoma, t-cell, cutaneous/cutaneous t-cell lymphoma
amcinonide	neurodermatitis
amcinonide	pruritus of genital organs
amcinonide	eczema
amcinonide	exanthem
amcinonide	discoid lupus erythematosus
amcinonide	seborrheic dermatitis
isopropamide	peptic ulcer/gastrojejunal ulcer
isosorbide	ocular hypertension
isotretinoin	hypertension
isoxsuprine	raynaud disease
isoxsuprine	aneurysm
isoxsuprine	stroke
isradipine	hypertension
itopride	chronic gastritis
itraconazole	candidemia
itraconazole	disseminated candidiasis
itraconazole	esophageal candidiasis
itraconazole	fusariosis
itraconazole	aspergillosis
itraconazole	invasive pulmonary aspergillosis
itraconazole	blastomycosis
itraconazole	histoplasmosis
ixabepilone	breast carcinoma
kanamycin	osteomyelitis
kanamycin	bacterial pneumonia
kanamycin	meningitis
kanamycin	urinary tract infection
kanamycin	abdominal infection
kanamycin	arthropathy
kanamycin	septicemia
kanamycin	cholangitis
ketanserin	hypertension
ketoconazole	oral candidiasis
ketoconazole	pityriasis simplex/scurfiness of scalp
ketoconazole	seborrheic dermatitis
ketoconazole	coccidioidomycosis
ketoconazole	chromoblastomycosis
ketoconazole	histoplasmosis
ketoconazole	pityriasis versicolor
ketoconazole	paracoccidioidomycosis
ketoconazole	disseminated candidiasis
ketoconazole	dermatophytosis of groin and perianal area
ketoconazole	cutaneous candidiasis
ketoconazole	dermatophytosis of the body/tinea corporis
ketoconazole	blastomycosis
ketoconazole	tinea pedis
ketoconazole	adrenal gland hyperfunction
ketoprofen	osteoarthritis
ketoprofen	pain
ketoprofen	rheumatoid arthritis
ketorolac	allergic conjunctivitis
ketorolac	severe pain
ketotifen	allergic conjunctivitis
labetalol	hypertension
lactose	lactose intolerance
lactulose	hepatic encephalopathy
lactulose	constipation
lafutidine	gastro-esophageal reflux disease with esophagitis
lamivudine	hiv infection
lamivudine	hepatitis b, chronic/chronic hepatitis b virus infection
lamotrigine	epilepsy
lamotrigine	lennox-gastaut syndrome
lamotrigine	partial epilepsy
lamotrigine	tonic - clonic seizures/bilateral tonic-clonic seizure
lanreotide	acromegaly
lanreotide	gigantism
lansoprazole	duodenal ulcer
lansoprazole	gastric ulcer
lansoprazole	zollinger-ellison syndrome
lansoprazole	erosive esophagitis
lansoprazole	gastroesophageal reflux disease
lansoprazole	peptic ulcer/gastrojejunal ulcer
lapatinib	her2 positive breast carcinoma
latanoprost	ocular hypertension
latanoprost	open-angle glaucoma/primary open angle glaucoma
leflunomide	rheumatoid arthritis
leflunomide	psoriatic arthritis
leuprolide	precocious puberty
leuprolide	endometriosis
levamisole	ascariasis
levamisole	ancylostomiasis
levetiracetam	partial epilepsy
levocabastine	allergic conjunctivitis
levocetirizine	hay fever/seasonal allergic rhinitis
levocetirizine	allergic rhinitis
levocetirizine	chronic urticaria
levodopa	postencephalitic parkinson disease
levodopa	parkinsonism
levodopa	parkinson's disease
levofloxacin	staphylococcus aureus infection
levofloxacin	streptococcal infection
levofloxacin	streptococcal pneumonia
levofloxacin	acute maxillary sinusitis
levofloxacin	chlamydial pneumonia
levofloxacin	anthrax
levofloxacin	pyelonephritis
levofloxacin	bacterial pneumonia
levofloxacin	bacterial conjunctivitis
levofloxacin	mycoplasma pneumoniae pneumonia
levofloxacin	staphylococcal pneumonia
levofloxacin	haemophilus influenzae pneumonia
amikacin	enterobacteriaceae infections
amikacin	pseudomonas aeruginosa infectious disease
amikacin	escherichia coli septicemia
amikacin	nosocomial pneumonia
amikacin	bacterial meningitis
amikacin	osteomyelitis
amikacin	staphylococcal pneumonia
amikacin	arthropathy
amikacin	bacterial pneumonia
amikacin	rhinoscleroma
amikacin	cholangitis
amikacin	staphylococcal bacteremia
amikacin	pneumonia due to pseudomonas
amikacin	abdominal infection
amikacin	pneumonia due to escherichia coli
amikacin	staphylococcal meningitis
amikacin	serratia infections
amikacin	escherichia coli infections
amikacin	meningitis, escherichia coli/escherichia coli meningitis
amikacin	serratia sepsis
amikacin	bacterial meningitis caused by gram-negative bacteria
