source	target
ibuprofen	peptic ulcer/gastrojejunal ulcer
ibuprofen	inflammatory bowel disease 17
ibuprofen	brain neoplasm
ibuprofen	thrombocytopenia, x-linked, intermittent/thrombocytopenia 1
ibuprofen	rare anemia
ibuprofen	hyperthyroidism, nonautoimmune/thyroid adenoma, hyperfunctioning
ibuprofen	arrhythmia
ibuprofen	rare hypothyroidism
ibuprofen	abnormality of coagulation/hemorrhagic disorders
ibuprofen	thrombocytopenia 4
ibuprofen	morbid obesity
ibuprofen	inflammatory bowel disease 10
ibuprofen	panic disorder 3
ibuprofen	systemic lupus erythematosus, resistance to, 1/systemic lupus erythematosus, susceptibility to, 1 (finding)
ibuprofen	rare inflammatory bowel disease
ibuprofen	liver disease
ibuprofen	early-onset coronary artery disease/coronary heart disease, susceptibility to, 5
ibuprofen	panic disorder with joint laxity/panic disorder with bladder conditions
ibuprofen	congenital anomaly of the kidney/abnormality of the kidney
ibuprofen	coronary heart disease, susceptibility to, 4
ibuprofen	inflammatory bowel disease 19
ibuprofen	rare hyperthyroidism
ibuprofen	hyperlipoproteinemia type iii
ibuprofen	gastrointestinal hemorrhage
ibuprofen	coronary heart disease, susceptibility to, 9
ibuprofen	sudden cardiac death
ibuprofen	coronary heart disease, susceptibility to, 1
ibuprofen	coronary heart disease, susceptibility to, 8
ibuprofen	coronary heart disease, susceptibility to, 6
ibuprofen	crohn disease
ibuprofen	pulmonary disease, chronic obstructive, severe early-onset/copd, severe early-onset
ibuprofen	rare diabetes mellitus
ibuprofen	coronary heart disease, susceptibility to, 2
ibuprofen	thrombocytopenia 3
ibuprofen	thrombocytopenia, anemia, and myelofibrosis
ibuprofen	coronary artery disease, autosomal dominant, 1
ibuprofen	coronary heart disease, susceptibility to, 3
ibuprofen	gastrointestinal hemorrhage, ctcae
ibuprofen	inflammatory bowel disease 13
ibuprofen	respiratory failure
ibuprofen	diabetic ketoacidosis
ibuprofen	myocardial infarction, susceptibility to
ibuprofen	anemia, nonspherocytic hemolytic, due to g6pd deficiency
ibuprofen	inflammatory bowel disease 9
ibuprofen	rare hemorrhagic disorder
ibuprofen	thrombocytopenia, x-linked, with or without dyserythropoietic anemia
ibuprofen	inflammatory bowel disease 14
ibuprofen	rare coagulation disorder
ibuprofen	systemic lupus erythematosus, susceptibility to, 10 (finding)/systemic lupus erythematosus, susceptibility to, 10 related phenotypic feature
ibuprofen	systemic lupus erythematosus, susceptibility to, 11
ibuprofen	adrenal insufficiency/adrenocortical insufficiency
ibuprofen	rare epilepsy
ibuprofen	myocardial infarction, susceptibility to, 2
ceftizoxime	nephrosis
ceftizoxime	blood coagulation disease
ceftizoxime	kidney diseases/kidney disease
ceftizoxime	rare coagulation disorder
ceftizoxime	abnormality of coagulation/hemorrhagic disorders
ceftizoxime	congenital anomaly of the kidney/abnormality of the kidney
ceftizoxime	rare hemorrhagic disorder
adenosine	bronchiectasis
adenosine	bronchiectasis with or without elevated sweat chloride 2
adenosine	bronchiectasis with or without elevated sweat chloride 1
adenosine	bronchiectasis with or without elevated sweat chloride 3
adenosine	asthma
adenosine	second-degree atrioventricular block
adenosine	aortic valve stenosis
adenosine	acute coronary syndrome
adenosine	hypotension
adenosine	respiratory failure
adenosine	sick sinus syndrome
adenosine	chronic obstructive pulmonary disease
adenosine	mitral valve stenosis
adenosine	complete atrioventricular block/third-degree atrioventricular block
adenosine	pericarditis
adenosine	emphysema
adenosine	asthma-related traits, susceptibility to, 1
adenosine	left to right cardiovascular shunt (finding)/left-to-right shunt
adenosine	bicuspid aortic valve
adenosine	aortic valve disease 2
adenosine	asthma-related traits, susceptibility to, 5
adenosine	pulmonary disease, chronic obstructive, severe early-onset/copd, severe early-onset
adenosine	asthma-related traits, susceptibility to, 7
adenosine	familial bicuspid aortic valve
adenosine	asthma-related traits, susceptibility to, 2
ranolazine	cirrhosis/fibrosis
ranolazine	nephrosis
ranolazine	kidney diseases/kidney disease
ranolazine	torsades de pointes
ranolazine	cirrhosis, cryptogenic/cirrhosis, familial
ranolazine	long qt syndrome
ranolazine	congenital anomaly of the kidney/abnormality of the kidney
prednisolone	hypothyroidism
prednisolone	hypokalemia
prednisolone	obsolete ocular tuberculosis
prednisolone	myopathy
prednisolone	ocular tuberculosis
prednisolone	osteoporosis
prednisolone	cerebral malaria
prednisolone	ocular hypertension
prednisolone	hyperglycemia
prednisolone	open-angle glaucoma/primary open angle glaucoma
prednisolone	gastritis
prednisolone	hypertension
prednisolone	psychosis
prednisolone	peptic ulcer/gastrojejunal ulcer
prednisolone	avascular necrosis
prednisolone	diabetes mellitus
prednisolone	hypopituitarism
prednisolone	epilepsy
prednisolone	glaucoma 1, open angle, o
prednisolone	telangiectasis/telangiectasia
prednisolone	cirrhosis/fibrosis
prednisolone	infectious disease
prednisolone	skin atrophy
prednisolone	pituitary hormone deficiency, combined, 2
prednisolone	rare hypothyroidism
prednisolone	diabetic ketoacidosis
prednisolone	mental disorders/psychiatric disorder
prednisolone	glaucoma 1, open angle, g
prednisolone	mental disorder
prednisolone	marchiafava-bignami disease
prednisolone	glaucoma 1, open angle, p
prednisolone	cirrhosis, cryptogenic/cirrhosis, familial
prednisolone	pituitary deficiency
prednisolone	rare diabetes mellitus
prednisolone	glaucoma, normal tension, susceptibility to (finding)/glaucoma, normal tension, susceptibility to related phenotypic feature
prednisolone	glaucoma 1, open angle, f
prednisolone	rare epilepsy
prednisolone	peripheral vascular disease
prednisolone	adrenal insufficiency/adrenocortical insufficiency
prednisolone	addison disease/primary adrenal insufficiency
prednisolone	peripheral arterial disease
hydrocortisone	hypothyroidism
hydrocortisone	gastric ulcer
hydrocortisone	hypokalemia
hydrocortisone	kidney diseases/kidney disease
hydrocortisone	myopathy
hydrocortisone	osteoporosis
hydrocortisone	duodenal ulcer
hydrocortisone	ocular hypertension
hydrocortisone	hyperglycemia
hydrocortisone	hypertension
hydrocortisone	psychosis
hydrocortisone	peptic ulcer/gastrojejunal ulcer
hydrocortisone	diabetes mellitus
hydrocortisone	hypopituitarism
hydrocortisone	cirrhosis/fibrosis
hydrocortisone	infectious disease
hydrocortisone	pituitary hormone deficiency, combined, 2
hydrocortisone	esophagitis
hydrocortisone	rare hypothyroidism
hydrocortisone	glaucoma
hydrocortisone	diabetic ketoacidosis
hydrocortisone	mental disorders/psychiatric disorder
hydrocortisone	congenital anomaly of the kidney/abnormality of the kidney
hydrocortisone	mental disorder
hydrocortisone	cirrhosis, cryptogenic/cirrhosis, familial
hydrocortisone	pituitary deficiency
hydrocortisone	rare diabetes mellitus
hydrocortisone	nephrosis
hydrocortisone	obsolete ocular tuberculosis
hydrocortisone	ocular tuberculosis
hydrocortisone	peripheral vascular disease
hydrocortisone	open-angle glaucoma/primary open angle glaucoma
hydrocortisone	respiratory failure
hydrocortisone	rare hyperthyroidism
hydrocortisone	epilepsy
hydrocortisone	peripheral arterial disease
hydrocortisone	glaucoma 1, open angle, o
hydrocortisone	telangiectasis/telangiectasia
hydrocortisone	skin atrophy
hydrocortisone	hyperthyroidism, nonautoimmune/thyroid adenoma, hyperfunctioning
hydrocortisone	hyperthyroidism
hydrocortisone	hyperthyroidism, familial gestational/familial gestational hyperthyroidism
hydrocortisone	glaucoma 1, open angle, g
hydrocortisone	liver disease
hydrocortisone	glaucoma 1, open angle, p
hydrocortisone	heart block
hydrocortisone	glaucoma, normal tension, susceptibility to (finding)/glaucoma, normal tension, susceptibility to related phenotypic feature
hydrocortisone	glaucoma 1, open angle, f
hydrocortisone	rare epilepsy
methylprednisolone	hypothyroidism
methylprednisolone	hypokalemia
methylprednisolone	myopathy
methylprednisolone	osteoporosis
methylprednisolone	cerebral malaria
methylprednisolone	hyperglycemia
methylprednisolone	open-angle glaucoma/primary open angle glaucoma
methylprednisolone	gastritis
methylprednisolone	hypertension
methylprednisolone	psychosis
methylprednisolone	peptic ulcer/gastrojejunal ulcer
methylprednisolone	avascular necrosis
methylprednisolone	diabetes mellitus
methylprednisolone	hypopituitarism
methylprednisolone	epilepsy
methylprednisolone	glaucoma 1, open angle, o
methylprednisolone	telangiectasis/telangiectasia
methylprednisolone	cirrhosis/fibrosis
methylprednisolone	infectious disease
methylprednisolone	skin atrophy
methylprednisolone	pituitary hormone deficiency, combined, 2
methylprednisolone	rare hypothyroidism
methylprednisolone	diabetic ketoacidosis
methylprednisolone	mental disorders/psychiatric disorder
methylprednisolone	glaucoma 1, open angle, g
methylprednisolone	mental disorder
methylprednisolone	glaucoma 1, open angle, p
methylprednisolone	marchiafava-bignami disease
methylprednisolone	cirrhosis, cryptogenic/cirrhosis, familial
methylprednisolone	pituitary deficiency
methylprednisolone	rare diabetes mellitus
methylprednisolone	glaucoma, normal tension, susceptibility to (finding)/glaucoma, normal tension, susceptibility to related phenotypic feature
methylprednisolone	glaucoma 1, open angle, f
methylprednisolone	rare epilepsy
ceftriaxone	non-autoimmune hemolytic anemia
ceftriaxone	hemolytic anemia
ceftriaxone	liver disease
ceftriaxone	uridine 5-prime monophosphate hydrolase deficiency, hemolytic anemia due to/hemolytic anemia due to pyrimidine 5' nucleotidase deficiency
ceftriaxone	adenylate kinase deficiency, hemolytic anemia due to/hemolytic anemia due to adenylate kinase deficiency
ceftriaxone	rare hemolytic anemia
regadenoson	asthma
regadenoson	second-degree atrioventricular block
regadenoson	aortic valve stenosis
regadenoson	carotid stenosis/internal carotid artery stenosis
regadenoson	transient ischemic attack
regadenoson	hypotension
regadenoson	other specified transient cerebral ischemias
regadenoson	sick sinus syndrome
regadenoson	hypertension
regadenoson	chronic obstructive pulmonary disease
regadenoson	pericardial effusion
regadenoson	mitral valve stenosis
regadenoson	epilepsy
regadenoson	complete atrioventricular block/third-degree atrioventricular block
regadenoson	pericarditis
regadenoson	asthma-related traits, susceptibility to, 1
regadenoson	bicuspid aortic valve
regadenoson	aortic valve disease 2
regadenoson	asthma-related traits, susceptibility to, 5
regadenoson	pulmonary disease, chronic obstructive, severe early-onset/copd, severe early-onset
regadenoson	asthma-related traits, susceptibility to, 7
regadenoson	familial bicuspid aortic valve
regadenoson	rare epilepsy
regadenoson	asthma-related traits, susceptibility to, 2
neomycin	kidney diseases/kidney disease
neomycin	obsolete ocular tuberculosis
neomycin	ocular tuberculosis
neomycin	peripheral vascular disease
neomycin	ocular hypertension
neomycin	open-angle glaucoma/primary open angle glaucoma
neomycin	adrenal insufficiency/adrenocortical insufficiency
neomycin	diabetes mellitus
neomycin	peripheral arterial disease
neomycin	vertigo/dizziness
neomycin	myasthenia gravis
neomycin	glaucoma 1, open angle, o
neomycin	telangiectasis/telangiectasia
neomycin	rare parkinsonian disorder
neomycin	skin atrophy
neomycin	addison disease/primary adrenal insufficiency
neomycin	diabetic ketoacidosis
neomycin	glaucoma 1, open angle, g
neomycin	congenital anomaly of the kidney/abnormality of the kidney
neomycin	glaucoma 1, open angle, p
neomycin	rare diabetes mellitus
neomycin	glaucoma, normal tension, susceptibility to (finding)/glaucoma, normal tension, susceptibility to related phenotypic feature
neomycin	glaucoma 1, open angle, f
neomycin	nephrosis
neomycin	parkinsonism
gentamicin	kidney diseases/kidney disease
gentamicin	obsolete ocular tuberculosis
gentamicin	ocular tuberculosis
gentamicin	ocular hypertension
gentamicin	open-angle glaucoma/primary open angle glaucoma
gentamicin	diabetes mellitus
gentamicin	vertigo/dizziness
gentamicin	myasthenia gravis
gentamicin	glaucoma 1, open angle, o
gentamicin	rare parkinsonian disorder
gentamicin	diabetic ketoacidosis
gentamicin	glaucoma 1, open angle, g
gentamicin	congenital anomaly of the kidney/abnormality of the kidney
gentamicin	glaucoma 1, open angle, p
gentamicin	rare diabetes mellitus
gentamicin	glaucoma, normal tension, susceptibility to (finding)/glaucoma, normal tension, susceptibility to related phenotypic feature
gentamicin	glaucoma 1, open angle, f
gentamicin	nephrosis
gentamicin	parkinsonism
ciprofloxacin	polyneuropathy
ciprofloxacin	peripheral nervous system disease
ciprofloxacin	nephrosis
ciprofloxacin	hypokalemia
ciprofloxacin	epilepsy
ciprofloxacin	kidney diseases/kidney disease
ciprofloxacin	myasthenia gravis
ciprofloxacin	neuropathy/peripheral neuropathy
ciprofloxacin	torsades de pointes
ciprofloxacin	rare peripheral neuropathy
ciprofloxacin	rare epilepsy
ciprofloxacin	long qt syndrome
ciprofloxacin	congenital anomaly of the kidney/abnormality of the kidney
chloramphenicol	kidney diseases/kidney disease
chloramphenicol	anemia
chloramphenicol	agranulocytosis
chloramphenicol	paroxysmal nocturnal hemoglobinuria
chloramphenicol	thrombocytopenia
chloramphenicol	polyneuropathy
chloramphenicol	optic neuritis
chloramphenicol	thrombocytopenia, x-linked, intermittent/thrombocytopenia 1
chloramphenicol	rare anemia
chloramphenicol	peripheral nervous system disease
chloramphenicol	liver disease
chloramphenicol	congenital anomaly of the kidney/abnormality of the kidney
chloramphenicol	anemia, nonspherocytic hemolytic, due to g6pd deficiency
chloramphenicol	erythroid hypoplasia
chloramphenicol	neuropathy/peripheral neuropathy
chloramphenicol	aplastic anemia
chloramphenicol	thrombocytopenia, x-linked, with or without dyserythropoietic anemia
chloramphenicol	rare peripheral neuropathy
chloramphenicol	thrombocytopenia 4
chloramphenicol	idiopathic aplastic anemia
chloramphenicol	nephrosis
chloramphenicol	thrombocytopenia 2
chloramphenicol	thrombocytopenia 3
chloramphenicol	thrombocytopenia, anemia, and myelofibrosis
tetracycline	gout
tetracycline	liver failure
tetracycline	hypokalemia
tetracycline	kidney diseases/kidney disease
tetracycline	blood coagulation disease
tetracycline	respiratory failure
tetracycline	uremia
tetracycline	diabetes mellitus
tetracycline	epilepsy
tetracycline	atrial fibrillation, familial, 15
tetracycline	abnormality of coagulation/hemorrhagic disorders
tetracycline	polyneuropathy
tetracycline	complete atrioventricular block/third-degree atrioventricular block
tetracycline	atrial fibrillation
tetracycline	brugada syndrome 7
tetracycline	long qt syndrome 10
tetracycline	encephalopathy/brain disease
tetracycline	peripheral nervous system disease
tetracycline	diabetic ketoacidosis
tetracycline	liver disease
tetracycline	congenital anomaly of the kidney/abnormality of the kidney
tetracycline	glomerulonephritis
tetracycline	neuropathy/peripheral neuropathy
tetracycline	rare hemorrhagic disorder
tetracycline	rare peripheral neuropathy
tetracycline	rare diabetes mellitus
tetracycline	rare coagulation disorder
tetracycline	nephrosis
tetracycline	rare epilepsy
chlorhexidine	gingival disease
chlorhexidine	periodontitis
chlorhexidine	aggressive periodontitis
chlorhexidine	periodontal disease
chlorhexidine	chronic periodontitis
azlocillin	nephrosis
azlocillin	kidney diseases/kidney disease
azlocillin	congenital anomaly of the kidney/abnormality of the kidney
thioctic acid	liver disease
thioctic acid	hypotension
thioctic acid	cholestasis
ampicillin/pivampicillin	nephrosis
ampicillin/pivampicillin	kidney diseases/kidney disease
ampicillin/pivampicillin	congenital anomaly of the kidney/abnormality of the kidney
ampicillin/pivampicillin	abnormality of blood and blood-forming tissues/hematologic disease
ampicillin/pivampicillin	peptic ulcer/gastrojejunal ulcer
carbenicillin	nephrosis
carbenicillin	kidney diseases/kidney disease
carbenicillin	congenital anomaly of the kidney/abnormality of the kidney
amoxicillin	liver failure
amoxicillin	kidney diseases/kidney disease
amoxicillin	osteoporosis
amoxicillin	myasthenia gravis
amoxicillin	long qt syndrome
amoxicillin	cholestasis
amoxicillin	ventricular tachycardia
amoxicillin	liver disease
amoxicillin	torsades de pointes
amoxicillin	congenital anomaly of the kidney/abnormality of the kidney
amoxicillin	nephrosis
clioquinol	telangiectasis/telangiectasia
clioquinol	skin atrophy
clioquinol	peripheral vascular disease
clioquinol	adrenal insufficiency/adrenocortical insufficiency
clioquinol	addison disease/primary adrenal insufficiency
clioquinol	peripheral arterial disease
mezlocillin	nephrosis
mezlocillin	kidney diseases/kidney disease
mezlocillin	congenital anomaly of the kidney/abnormality of the kidney
benzoyl peroxide	nephrosis
benzoyl peroxide	kidney diseases/kidney disease
benzoyl peroxide	rare parkinsonian disorder
benzoyl peroxide	myasthenia gravis
benzoyl peroxide	vertigo/dizziness
benzoyl peroxide	parkinsonism
benzoyl peroxide	congenital anomaly of the kidney/abnormality of the kidney
benzoyl peroxide	abnormality of blood and blood-forming tissues/hematologic disease
benzoyl peroxide	exfoliative dermatitis/erythroderma
benzoyl peroxide	dermatitis
benzoyl peroxide	liver disease
benzoyl peroxide	torsades de pointes
benzoyl peroxide	long qt syndrome
benzoyl peroxide	crohn disease
benzoyl peroxide	ulcerative colitis
benzoyl peroxide	peripheral vascular disease
benzoyl peroxide	photosensitivity disease
benzoyl peroxide	adrenal insufficiency/adrenocortical insufficiency
benzoyl peroxide	diabetes mellitus
benzoyl peroxide	peripheral arterial disease
benzoyl peroxide	telangiectasis/telangiectasia
benzoyl peroxide	skin atrophy
benzoyl peroxide	addison disease/primary adrenal insufficiency
benzoyl peroxide	diabetic ketoacidosis
benzoyl peroxide	rare diabetes mellitus
benzoyl peroxide	gastritis associated with crohn disease
piperacillin	blood coagulation disease
piperacillin	nephrosis
piperacillin	kidney diseases/kidney disease
piperacillin	rare coagulation disorder
piperacillin	abnormality of coagulation/hemorrhagic disorders
piperacillin	congenital anomaly of the kidney/abnormality of the kidney
piperacillin	rare hemorrhagic disorder
magnesium oxide	blood coagulation disease
magnesium oxide	kidney diseases/kidney disease
magnesium oxide	gastroparesis
magnesium oxide	endometrial carcinoma
magnesium oxide	arteriosclerosis obliterans
magnesium oxide	hypercalcemia
magnesium oxide	nephrolithiasis, uric acid, susceptibility to (finding)/nephrolithiasis, uric acid, susceptibility to related phenotypic feature
magnesium oxide	gastrointestinal hemorrhage, ctcae
magnesium oxide	hypotension
magnesium oxide	rhabdomyolysis
magnesium oxide	nephrolithiasis
magnesium oxide	major affective disorder 8
magnesium oxide	addison disease/primary adrenal insufficiency
magnesium oxide	diarrhea
magnesium oxide	arrhythmia
magnesium oxide	diabetic ketoacidosis
magnesium oxide	peptic ulcer/gastrojejunal ulcer
magnesium oxide	gastrointestinal hemorrhage
magnesium oxide	epilepsy
magnesium oxide	endometrial cancer
magnesium oxide	abnormality of coagulation/hemorrhagic disorders
magnesium oxide	bipolar disorder
magnesium oxide	hyperparathyroidism
magnesium oxide	hypocupremia/decreased circulating copper concentration
magnesium oxide	sudden cardiac death
magnesium oxide	carcinoma, endometrioid/endometrioid adenocarcinoma
magnesium oxide	metabolic acidosis
magnesium oxide	osteolysis
magnesium oxide	diarrhea, ctcae
magnesium oxide	familial isolated hyperparathyroidism
magnesium oxide	hyperphosphatemia
magnesium oxide	major affective disorder 7
magnesium oxide	stage ii endometrioid carcinoma
magnesium oxide	liver disease
magnesium oxide	stage i endometrioid carcinoma
magnesium oxide	congenital anomaly of the kidney/abnormality of the kidney
magnesium oxide	acidosis
magnesium oxide	rare hemorrhagic disorder
magnesium oxide	nephrolithiasis, calcium oxalate/calcium oxalate nephrolithiasis
magnesium oxide	manic bipolar affective disorder
magnesium oxide	bipolar depression
magnesium oxide	rare coagulation disorder
magnesium oxide	congenital diarrhea 7 with exudative enteropathy
magnesium oxide	nephrosis
magnesium oxide	adrenal insufficiency/adrenocortical insufficiency
magnesium oxide	rare epilepsy
magnesium oxide	rare hyperparathyroidism
ticarcillin	nephrosis
ticarcillin	kidney diseases/kidney disease
ticarcillin	congenital anomaly of the kidney/abnormality of the kidney
sucralfate	hyperglycemia
sucralfate	chronic renal failure
sucralfate	chronic kidney disease
mannitol	anuria
mannitol	liver failure
mannitol	melancholia
mannitol	sleep apnea
mannitol	anemia
mannitol	intracranial hemorrhage
mannitol	oliguria
mannitol	substance abuse
mannitol	thrombocytopenia
mannitol	thrombocytopenia, x-linked, intermittent/thrombocytopenia 1
mannitol	rare anemia
mannitol	hepatic encephalopathy
mannitol	depression
mannitol	liver disease
mannitol	anemia, nonspherocytic hemolytic, due to g6pd deficiency
mannitol	thrombocytopenia, x-linked, with or without dyserythropoietic anemia
mannitol	thrombocytopenia 4
mannitol	thrombocytopenia 2
mannitol	thrombocytopenia 3
mannitol	thrombocytopenia, anemia, and myelofibrosis
artemether	hypokalemia
artemether	torsades de pointes
artemether	long qt syndrome
itraconazole	congestive heart failure/heart failure
itraconazole	hypokalemia
itraconazole	kidney diseases/kidney disease
itraconazole	hearing loss
itraconazole	coronary heart disease, susceptibility to, 3
itraconazole	coronary artery disease
itraconazole	cardiomyopathy
itraconazole	chronic obstructive pulmonary disease
itraconazole	heart valve disease
itraconazole	coronary artery disease, autosomal dominant 2
itraconazole	idiopathic cardiomyopathy
itraconazole	coronary heart disease, susceptibility to, 9
itraconazole	polyneuropathy
itraconazole	long qt syndrome
itraconazole	liver disease
itraconazole	torsades de pointes
itraconazole	peripheral nervous system disease
itraconazole	coronary heart disease, susceptibility to, 1
itraconazole	coronary heart disease, susceptibility to, 8
itraconazole	congenital anomaly of the kidney/abnormality of the kidney
itraconazole	neuropathy/peripheral neuropathy
itraconazole	hemeralopia/vision disorders
itraconazole	rare peripheral neuropathy
itraconazole	hydatidiform mole, recurrent, 2
itraconazole	pulmonary disease, chronic obstructive, severe early-onset/copd, severe early-onset
itraconazole	coronary heart disease, susceptibility to, 4
itraconazole	coronary heart disease, susceptibility to, 2
itraconazole	drug-induced hepatitis
itraconazole	nephrosis
itraconazole	coronary artery disease, autosomal dominant, 1
itraconazole	hypertension
itraconazole	diabetes mellitus
itraconazole	myocardial infarction
itraconazole	hyperthyroidism, nonautoimmune/thyroid adenoma, hyperfunctioning
itraconazole	hyperthyroidism
itraconazole	rare hyperthyroidism
itraconazole	diabetic ketoacidosis
itraconazole	myocardial infarction, susceptibility to, 2
itraconazole	hyperthyroidism, familial gestational/familial gestational hyperthyroidism
itraconazole	rare diabetes mellitus
itraconazole	myocardial infarction, susceptibility to
metaproterenol	coronary artery disease
metaproterenol	hypertension
metaproterenol	coronary heart disease, susceptibility to, 3
metaproterenol	epilepsy
metaproterenol	diabetes mellitus
metaproterenol	hydatidiform mole, recurrent, 2
metaproterenol	hyperthyroidism, nonautoimmune/thyroid adenoma, hyperfunctioning
metaproterenol	hyperthyroidism
metaproterenol	rare epilepsy
metaproterenol	coronary artery disease, autosomal dominant, 1
metaproterenol	rare hyperthyroidism
metaproterenol	diabetic ketoacidosis
metaproterenol	coronary heart disease, susceptibility to, 1
metaproterenol	hyperthyroidism, familial gestational/familial gestational hyperthyroidism
metaproterenol	rare diabetes mellitus
metaproterenol	coronary heart disease, susceptibility to, 8
metaproterenol	coronary artery disease, autosomal dominant 2
metaproterenol	coronary heart disease, susceptibility to, 2
metaproterenol	coronary heart disease, susceptibility to, 9
metaproterenol	coronary heart disease, susceptibility to, 4
fusidic acid	liver failure
fusidic acid	hypokalemia
fusidic acid	kidney diseases/kidney disease
fusidic acid	obsolete ocular tuberculosis
fusidic acid	ocular tuberculosis
fusidic acid	ocular hypertension
fusidic acid	open-angle glaucoma/primary open angle glaucoma
fusidic acid	respiratory failure
fusidic acid	gastrointestinal disease
fusidic acid	abnormality of the gastrointestinal tract/digestive system disorders
fusidic acid	diabetes mellitus
fusidic acid	vertigo/dizziness
fusidic acid	myasthenia gravis
fusidic acid	atrial fibrillation, familial, 15
fusidic acid	glaucoma 1, open angle, o
fusidic acid	complete atrioventricular block/third-degree atrioventricular block
fusidic acid	atrial fibrillation
fusidic acid	brugada syndrome 7
fusidic acid	rare parkinsonian disorder
fusidic acid	long qt syndrome 10
fusidic acid	colitis
fusidic acid	glaucoma
fusidic acid	diabetic ketoacidosis
fusidic acid	glaucoma 1, open angle, g
fusidic acid	liver disease
fusidic acid	congenital anomaly of the kidney/abnormality of the kidney
fusidic acid	glaucoma 1, open angle, p
fusidic acid	rare diabetes mellitus
fusidic acid	glaucoma, normal tension, susceptibility to (finding)/glaucoma, normal tension, susceptibility to related phenotypic feature
fusidic acid	glaucoma 1, open angle, f
fusidic acid	nephrosis
fusidic acid	parkinsonism
fusidic acid	intestinal disease
bacitracin	kidney diseases/kidney disease
bacitracin	obsolete ocular tuberculosis
bacitracin	ocular tuberculosis
bacitracin	peripheral vascular disease
bacitracin	ocular hypertension
bacitracin	oliguria
bacitracin	open-angle glaucoma/primary open angle glaucoma
bacitracin	respiratory failure
bacitracin	adrenal insufficiency/adrenocortical insufficiency
bacitracin	diabetes mellitus
bacitracin	epilepsy
bacitracin	peripheral arterial disease
bacitracin	myasthenia gravis
bacitracin	glaucoma 1, open angle, o
bacitracin	telangiectasis/telangiectasia
bacitracin	skin atrophy
bacitracin	addison disease/primary adrenal insufficiency
bacitracin	diabetic ketoacidosis
bacitracin	glaucoma 1, open angle, g
bacitracin	liver disease
bacitracin	congenital anomaly of the kidney/abnormality of the kidney
bacitracin	glaucoma 1, open angle, p
bacitracin	heart block
bacitracin	rare diabetes mellitus
bacitracin	glaucoma, normal tension, susceptibility to (finding)/glaucoma, normal tension, susceptibility to related phenotypic feature
bacitracin	glaucoma 1, open angle, f
bacitracin	nephrosis
bacitracin	rare epilepsy
diflunisal	blood coagulation disease
diflunisal	kidney diseases/kidney disease
diflunisal	cardiovascular disease
diflunisal	gastrointestinal hemorrhage, ctcae
diflunisal	hypertension
diflunisal	peptic ulcer/gastrojejunal ulcer
diflunisal	gastrointestinal hemorrhage
diflunisal	abnormality of coagulation/hemorrhagic disorders
diflunisal	myocardial infarction, susceptibility to
diflunisal	liver disease
diflunisal	congenital anomaly of the kidney/abnormality of the kidney
diflunisal	rare hemorrhagic disorder
diflunisal	myocardial infarction
diflunisal	rare coagulation disorder
