source	target
interferon alfa-2b	obsolete leukemic reticuloendotheliosis involving lymph nodes of head, face and neck
interferon alfa-2b	obsolete leukemic reticuloendotheliosis of intrathoracic lymph nodes
interferon alfa-2b	obsolete leukemic reticuloendotheliosis of lymph nodes of inguinal region and lower limb
interferon alfa-2b	obsolete leukemic reticuloendotheliosis of intra-abdominal lymph nodes
interferon alfa-2b	hairy cell leukemia
interferon alfa-2b	obsolete leukemic reticuloendotheliosis of lymph nodes of axilla and upper limb
interferon alfa-2b	polycythemia vera
interferon alfa-2b	skin ulcer
interferon alfa-2b	thyroid cancer
interferon alfa-2b	thyroid neoplasm/thyroid tumor
interferon alfa-2b	kaposi sarcoma/kaposi's sarcoma
interferon alfa-2b	obsolete extraocular extension of melanoma
interferon alfa-2b	obsolete old burn scar-related melanoma of skin
interferon alfa-2b	obsolete malignant giant pigmented nevus melanoma
interferon alfa-2b	obsolete malignant junctional nevus melanoma
interferon alfa-2b	ovarian melanoma
interferon alfa-2b	mucosal melanoma
interferon alfa-2b	acral lentiginous melanoma
interferon alfa-2b	obsolete ovarian dermoid cyst with melanoma
interferon alfa-2b	obsolete regressing malignant melanoma
interferon alfa-2b	melanoma
interferon alfa-2b	cutaneous melanoma
interferon alfa-2b	genital herpes
interferon alfa-2b	obsolete renal cell carcinoma with constitutional chromosome 3 translocations
interferon alfa-2b	renal cell carcinoma
interferon alfa-2b	obsolete sporadic conventional renal cell carcinoma
interferon alfa-2b	clear cell renal cell carcinoma
interferon alfa-2b	hepatitis d/hepatitis d virus infection
interferon alfa-2b	obsolete skin tumor of smooth muscle origin
interferon alfa-2b	skin neoplasm
interferon alfa-2b	obsolete skin tumor of neural origin
tetrahydrozoline	vasomotor rhinitis
tetrahydrozoline	sinusitis
zalcitabine	obsolete central nervous system aids arteritis
zalcitabine	acquired immunodeficiency syndrome/aids
zalcitabine	obsolete aids-related cryptosporidiosis
zalcitabine	obsolete aids-related cystoisosporiasis
zalcitabine	obsolete aids-related pneumocystis jirovecii pneumonia
zalcitabine	obsolete aids retinopathy
zalcitabine	obsolete aids-related human papillomavirus infectious disease
nedocromil	allergic conjunctivitis
terbinafine	obsolete trichophyton tonsurans tinea capitis
terbinafine	obsolete trichophyton violaceum tinea capitis
terbinafine	obsolete trichophyton schoenleinii tinea capitis
terbinafine	obsolete microsporum fulvum tinea capitis
terbinafine	obsolete trichophyton megninii tinea capitis
terbinafine	obsolete trichophyton equinum tinea capitis
terbinafine	obsolete trichophyton yaoundei tinea capitis
terbinafine	obsolete microsporum audouinii tinea capitis
terbinafine	obsolete microsporum canis tinea capitis
terbinafine	obsolete microsporum distortum tinea capitis
terbinafine	obsolete microsporum ferrugineum tinea capitis
terbinafine	obsolete microsporum gypseum tinea capitis
terbinafine	obsolete microsporum nanum tinea capitis
terbinafine	obsolete trichophyton verrucosum tinea capitis
terbinafine	obsolete trichophyton soudanense tinea capitis
terbinafine	tinea pedis
terbinafine	obsolete onychomycosis
terbinafine	onychomycosis
terbinafine	pityriasis versicolor
terbinafine	chronic mucocutaneous candidiasis
milrinone	x-linked intellectual disability-cardiomegaly-congestive heart failure syndrome
milrinone	congestive heart failure/heart failure
interferon beta-1b	multiple sclerosis
venlafaxine	pain agnosia
venlafaxine	pain
venlafaxine	attention deficit hyperactivity disorder
venlafaxine	obsessive-compulsive disorder
venlafaxine	autism
venlafaxine	macrocephaly-autism syndrome
venlafaxine	depression
venlafaxine	chronic fatigue syndrome
fluvastatin	coronary artery disease
fluvastatin	hyperlipidemia
fluvastatin	hyperlipoproteinemia
fluvastatin	hypercholesterolemia, autosomal recessive/autosomal recessive hypercholesterolemia
fluvastatin	obsolete hypercholesterolemia
bisoprolol	supraventricular tachycardia
bisoprolol	x-linked intellectual disability-cardiomegaly-congestive heart failure syndrome
bisoprolol	congestive heart failure/heart failure
bisoprolol	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
bisoprolol	hypertension
bisoprolol	obsolete pre-eclampsia or eclampsia superimposed on pre-existing hypertension
bisoprolol	myocardial infarction
salmeterol	asthma
salmeterol	bronchospasm
fluvoxamine	depression
fluvoxamine	obsessive-compulsive disorder
fluvoxamine	panic disorder
metformin	type ii diabetes mellitus/type 2 diabetes mellitus
metformin	maturity-onset diabetes of the young, type 1/maturity-onset diabetes of the young type 1
metformin	maturity-onset diabetes of the young type 2
metformin	renal cysts and diabetes syndrome
metformin	maturity-onset diabetes of the young type 3
metformin	maturity-onset diabetes of the young type 4
metformin	maturity-onset diabetes of the young type 6
metformin	maturity-onset diabetes of the young, type 8, with exocrine dysfunction/maturity-onset diabetes of the young type 8
metformin	maturity-onset diabetes of the young type 7
metformin	maturity-onset diabetes of the young type 9
metformin	maturity-onset diabetes of the young type 10
metformin	maturity-onset diabetes of the young type 11
metformin	maturity-onset diabetes of the young type 13
metformin	maturity-onset diabetes of the young type 14
metformin	maturity-onset diabetes of the young
vinorelbine	benign ovarian neoplasm
vinorelbine	ovarian cancer
vinorelbine	ovarian neoplasm
vinorelbine	obsolete hodgkin's lymphoma, mixed cellularity, involving intrapelvic lymph nodes
vinorelbine	obsolete hodgkin's lymphoma, nodular sclerosis, involving intrathoracic lymph nodes
vinorelbine	obsolete hodgkin's paragranuloma involving lymph nodes of inguinal region and lower limb
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic depletion, involving lymph nodes of head, face, and neck
vinorelbine	obsolete hodgkin's sarcoma involving intrapelvic lymph nodes
vinorelbine	obsolete hodgkin's lymphoma, mixed cellularity, involving lymph nodes of head, face, and neck
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic-histiocytic predominance, extranodal and solid organ sites
vinorelbine	obsolete hodgkin's paragranuloma involving intrathoracic lymph nodes
vinorelbine	obsolete hodgkin's paragranuloma involving intrapelvic lymph nodes
vinorelbine	obsolete hodgkin's paragranuloma involving lymph nodes of multiple sites
vinorelbine	obsolete hodgkin's lymphoma, mixed cellularity, involving intra-abdominal lymph nodes
vinorelbine	obsolete hodgkin's sarcoma involving intrathoracic lymph nodes
vinorelbine	obsolete hodgkin's paragranuloma involving intra-abdominal lymph nodes
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic depletion, involving spleen
vinorelbine	obsolete hodgkin's lymphoma, mixed cellularity, extranodal and solid organ sites
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic depletion, involving intra-abdominal lymph nodes
vinorelbine	obsolete hodgkin's lymphoma, nodular sclerosis, involving intrapelvic lymph nodes
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic depletion, involving lymph nodes of multiple sites
vinorelbine	obsolete hodgkin's lymphoma, mixed cellularity, involving lymph nodes of inguinal region and lower limb
vinorelbine	obsolete hodgkin's sarcoma involving spleen
vinorelbine	obsolete hodgkin's lymphoma, mixed cellularity, involving lymph nodes of multiple sites
vinorelbine	obsolete hodgkin's lymphoma, nodular sclerosis, involving lymph nodes of inguinal region and lower limb
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic depletion, involving intrapelvic lymph nodes
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic-histiocytic predominance involving spleen
vinorelbine	obsolete hodgkin's granuloma involving lymph nodes of multiple sites
vinorelbine	obsolete hodgkin's granuloma involving lymph nodes of inguinal region and lower limb
vinorelbine	obsolete hodgkin's sarcoma involving lymph nodes of head, face, and neck
vinorelbine	obsolete hodgkin's lymphoma, nodular sclerosis, involving spleen
vinorelbine	obsolete hodgkin's lymphoma, nodular sclerosis, involving intra-abdominal lymph nodes
vinorelbine	obsolete hodgkin's sarcoma involving lymph nodes of axilla and upper limb
vinorelbine	obsolete hodgkin's paragranuloma involving lymph nodes of head, face, and neck
vinorelbine	obsolete hodgkin's lymphoma, mixed cellularity, involving lymph nodes of axilla and upper limb
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic depletion, involving lymph nodes of axilla and upper limb
vinorelbine	obsolete hodgkin's granuloma involving lymph nodes of axilla and upper limb
vinorelbine	obsolete hodgkin's sarcoma involving lymph nodes of inguinal region and lower limb
vinorelbine	obsolete hodgkin's lymphoma, nodular sclerosis, involving lymph nodes of axilla and upper limb
vinorelbine	obsolete hodgkin's granuloma involving lymph nodes of head, face, and neck
vinorelbine	obsolete hodgkin's granuloma involving intrathoracic lymph nodes
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic-histiocytic predominance involving lymph nodes of inguinal region and lower limb
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic-histiocytic predominance involving intrathoracic lymph nodes
vinorelbine	obsolete hodgkin's granuloma involving spleen
vinorelbine	obsolete hodgkin's lymphoma, mixed cellularity, involving spleen
vinorelbine	obsolete hodgkin's paragranuloma involving spleen
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic-histiocytic predominance involving lymph nodes of multiple sites
vinorelbine	obsolete hodgkin's lymphoma, nodular sclerosis, involving lymph nodes of head, face, and neck
vinorelbine	obsolete hodgkin's lymphoma, nodular sclerosis, involving lymph nodes of multiple sites
vinorelbine	obsolete hodgkin's granuloma involving intra-abdominal lymph nodes
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic depletion, involving intrathoracic lymph nodes
vinorelbine	obsolete hodgkin's lymphoma, nodular sclerosis, extranodal and solid organ sites
vinorelbine	obsolete hodgkin's sarcoma involving lymph nodes of multiple sites
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic-histiocytic predominance involving intra-abdominal lymph nodes
vinorelbine	obsolete hodgkin's paragranuloma involving lymph nodes of axilla and upper limb
vinorelbine	obsolete hodgkin's granuloma involving intrapelvic lymph nodes
vinorelbine	hodgkin lymphoma
vinorelbine	obsolete hodgkin's lymphoma, mixed cellularity, involving intrathoracic lymph nodes
vinorelbine	obsolete hodgkin's sarcoma involving intra-abdominal lymph nodes
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic-histiocytic predominance involving lymph nodes of head, face, and neck
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic-histiocytic predominance involving lymph nodes of axilla and upper limb
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic-histiocytic predominance involving intrapelvic lymph nodes
vinorelbine	obsolete hodgkin's lymphoma, lymphocytic depletion, involving lymph nodes of inguinal region and lower limb
vinorelbine	obsolete hodgkin-like posttransplantation lymphoproliferative disease
vinorelbine	classic hodgkin lymphoma
vinorelbine	rapp-hodgkin syndrome
vinorelbine	obsolete non small cell lung cancer recurrent
vinorelbine	non-small cell lung carcinoma
vinorelbine	breast cancer
vinorelbine	breast neoplasm
dorzolamide	obsolete pigment dispersion syndrome of iris
dorzolamide	pigment dispersion syndrome
dorzolamide	open-angle glaucoma/primary open angle glaucoma
tramadol	pain agnosia
tramadol	pain
nalmefene	obsolete perinatal respiratory disorder
moexipril	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
moexipril	hypertension
moexipril	obsolete pre-eclampsia or eclampsia superimposed on pre-existing hypertension
moexipril	x-linked intellectual disability-cardiomegaly-congestive heart failure syndrome
moexipril	congestive heart failure/heart failure
moexipril	obsolete diabetic nephropathy
dexrazoxane	breast cancer
dexrazoxane	breast neoplasm
cetirizine	urticaria
ibutilide	atrial fibrillation
ibutilide	reverse typical atrial flutter
ibutilide	atrial flutter
ibutilide	typical atrial flutter
epoprostenol	pulmonary hypertension
epoprostenol	pulmonary arterial hypertension
epoprostenol	neonatal respiratory distress/hyaline membrane disease
epoprostenol	purpura
epoprostenol	macular purpura
epoprostenol	periorbital purpura
epoprostenol	atherosclerosis
epoprostenol	atherosclerosis of renal artery/renal artery atheroma
epoprostenol	peripheral arterial disease
epoprostenol	peripheral vascular disease
epoprostenol	systemic scleroderma
interferon beta-1a	multiple sclerosis
indinavir	obsolete central nervous system aids arteritis
indinavir	acquired immunodeficiency syndrome/aids
indinavir	obsolete aids-related cryptosporidiosis
indinavir	obsolete aids-related cystoisosporiasis
indinavir	obsolete aids-related pneumocystis jirovecii pneumonia
indinavir	obsolete aids retinopathy
indinavir	obsolete aids-related human papillomavirus infectious disease
irinotecan	rectal neoplasms/rectal neoplasm
irinotecan	leukemia
irinotecan	aleukemic leukemia
irinotecan	chronic leukemia
irinotecan	lymphoma
irinotecan	obsolete burkitt's tumor or lymphoma involving intra-abdominal lymph nodes
irinotecan	obsolete lymphosarcoma involving lymph nodes of inguinal region and lower limb
irinotecan	obsolete epstein-barr virus related lymphoma
irinotecan	obsolete burkitt's tumor or lymphoma involving spleen
irinotecan	obsolete relapsed precursor t lymphoblastic lymphoma/leukemia
irinotecan	obsolete lymphosarcoma involving lymph nodes of axilla and upper limb
irinotecan	obsolete burkitt's tumor or lymphoma involving lymph nodes of axilla and upper limb
irinotecan	obsolete burkitt's tumor or lymphoma involving lymph nodes of multiple sites
irinotecan	obsolete burkitt's tumor or lymphoma involving lymph nodes of inguinal region and lower limb
irinotecan	obsolete lymphosarcoma involving intrathoracic lymph nodes
irinotecan	obsolete burkitt's tumor or lymphoma involving intrapelvic lymph nodes
irinotecan	obsolete lymphosarcoma involving lymph nodes of head, face, and neck
irinotecan	obsolete lymphosarcoma and reticulosarcoma
irinotecan	obsolete lymphosarcoma involving lymph nodes of multiple sites
irinotecan	obsolete lymphosarcoma involving intra-abdominal lymph nodes
irinotecan	peripheral t-cell lymphoma
irinotecan	obsolete burkitt's tumor or lymphoma involving lymph nodes of head, face, and neck
irinotecan	obsolete lymphosarcoma involving spleen
irinotecan	obsolete lymphosarcoma involving intrapelvic lymph nodes
irinotecan	obsolete burkitt's tumor or lymphoma involving intrathoracic lymph nodes
irinotecan	obsolete burkitt's tumor or lymphoma extranodal and solid organ sites
irinotecan	obsolete lymphoma by site
irinotecan	precursor t cell lymphoblastic leukemia/lymphoblastic lymphoma/t lymphoblastic leukemia/lymphoma
irinotecan	nasolacrimal sac lymphoma
irinotecan	breast cancer
irinotecan	breast neoplasm
irinotecan	gastric cancer
irinotecan	stomach neoplasms/gastric neoplasm
irinotecan	benign neoplasm of colon/benign colon neoplasm
irinotecan	colonic neoplasms/colonic neoplasm
irinotecan	obsolete metastatic neoplasm of urethra
irinotecan	obsolete metastases to mediastinum
irinotecan	obsolete metastatic malignant neoplasm to the thyroid
irinotecan	obsolete recurrent metastatic squamous cell cancer to the neck with occult primary
irinotecan	obsolete metastatic tumor to the colon
irinotecan	obsolete metastatic neoplasm of parathyroid
irinotecan	obsolete metastatic malignant neoplasm to brain
irinotecan	obsolete metastatic tumor to the testis
irinotecan	obsolete metastatic neoplasm of ureter
irinotecan	obsolete metastatic neoplasm to the bladder
irinotecan	obsolete metastatic tumor to the iris
irinotecan	obsolete metastatic malignant tumor to the anus
irinotecan	obsolete metastatic tumor to the choroid
irinotecan	obsolete ovarian dermoid cyst with secondary sebaceous tumor
irinotecan	obsolete metastatic tumor to the larynx
irinotecan	obsolete ovarian dermoid cyst with secondary tumor
irinotecan	obsolete metastatic tumor to the brain stem
irinotecan	obsolete metastatic transitional cell cancer of the renal pelvis and ureter
irinotecan	obsolete metastatic malignant neoplasm to the cervix
irinotecan	obsolete spinal cord secondary cancer
irinotecan	obsolete metastatic neoplasm to the gallbladder
irinotecan	obsolete anaplastic secondary supratentorial astrocytic neoplasm
irinotecan	obsolete ovarian dermoid cyst with secondary pituitary-type tumor
irinotecan	obsolete metastasizing mixed tumor of salivary gland
irinotecan	obsolete metastatic cancer to the breast
irinotecan	obsolete metastatic neoplasm to the ciliary body
irinotecan	obsolete metastatic tumor to the epididymis
irinotecan	obsolete metastases to large intestine
irinotecan	obsolete metastatic neoplasm to the placenta
irinotecan	obsolete non small cell lung cancer recurrent
irinotecan	non-small cell lung carcinoma
irinotecan	pancreatic cancer
irinotecan	pancreatic neoplasm
gemcitabine	pancreatic ductal adenocarcinoma
remifentanil	pain agnosia
remifentanil	pain
atorvastatin	coronary artery disease
atorvastatin	hypercholesterolemia, autosomal recessive/autosomal recessive hypercholesterolemia
atorvastatin	obsolete hypercholesterolemia
atorvastatin	hyperlipidemia
atorvastatin	hyperlipoproteinemia
azelastine	allergic conjunctivitis
azelastine	vasomotor rhinitis
fosfomycin	obsolete pseudomonas urinary tract infectious disease
fosfomycin	obsolete primary escherichia coli infectious disease
fosfomycin	escherichia coli infections
cefepime	obsolete primary klebsiella infectious disease
cefepime	3-methylglutaconic aciduria type 7/3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia
cefepime	neutropenia
cefepime	poikiloderma with neutropenia
cefepime	obsolete pseudomonas urinary tract infectious disease
cefepime	cellulitis
cefepime	obsolete primary haemophilus infectious disease
cefepime	bacterial pneumonia
cefepime	obsolete primary escherichia coli infectious disease
cefepime	escherichia coli infections
cefepime	obsolete tickborne fever
cefepime	rickettsia helvetica spotted fever/aneruptive fever
cefepime	obsolete generalized infection during labor
cefepime	obsolete commensal streptococcal infectious disease
cefepime	obsolete primary streptococcal infectious disease
cefepime	pyelonephritis
cefepime	obsolete staphylococcal infectious disease
nelfinavir	obsolete central nervous system aids arteritis
nelfinavir	acquired immunodeficiency syndrome/aids
nelfinavir	obsolete aids-related cryptosporidiosis
nelfinavir	obsolete aids-related cystoisosporiasis
nelfinavir	obsolete aids-related pneumocystis jirovecii pneumonia
nelfinavir	obsolete aids retinopathy
nelfinavir	obsolete aids-related human papillomavirus infectious disease
delavirdine	obsolete central nervous system aids arteritis
delavirdine	acquired immunodeficiency syndrome/aids
delavirdine	obsolete aids-related cryptosporidiosis
delavirdine	obsolete aids-related cystoisosporiasis
delavirdine	obsolete aids-related pneumocystis jirovecii pneumonia
delavirdine	obsolete aids retinopathy
delavirdine	obsolete aids-related human papillomavirus infectious disease
fexofenadine	urticaria
butenafine	pityriasis versicolor
butenafine	tinea pedis
pramipexole	depression
pramipexole	parkinson's disease
pramipexole	hereditary late-onset parkinson disease/hereditary late onset parkinson disease
pramipexole	young adult-onset parkinsonism/young-onset parkinson disease
pramipexole	parkinson disease 4, autosomal dominant lewy body (disorder)/parkinson disease 4, autosomal dominant lewy body
pramipexole	parkinson disease 17
pramipexole	parkinson disease 20, early-onset/parkinson disease 20, early-onset related phenotypic feature
pramipexole	parkinson disease 14, autosomal recessive/dystonia-parkinsonism, adult-onset
pramipexole	parkinson disease, familial, type 1
pramipexole	parkinson disease 7, autosomal recessive early-onset
pramipexole	parkinson disease 8
pramipexole	parkinsonian-pyramidal syndrome
anagrelide	thrombocytopenia
anagrelide	polycythemia vera
quetiapine	bipolar disorder
quetiapine	autism
quetiapine	macrocephaly-autism syndrome
quetiapine	obsolete drug-induced psychotic disease with delusion
quetiapine	mental retardation, x-linked 16/mental retardation with psychosis, pyramidal signs, and macroorchidism
quetiapine	psychosis
ropinirole	parkinson's disease
ropinirole	hereditary late-onset parkinson disease/hereditary late onset parkinson disease
ropinirole	young adult-onset parkinsonism/young-onset parkinson disease
ropinirole	parkinson disease 4, autosomal dominant lewy body (disorder)/parkinson disease 4, autosomal dominant lewy body
ropinirole	parkinson disease 17
ropinirole	parkinson disease 20, early-onset/parkinson disease 20, early-onset related phenotypic feature
ropinirole	parkinson disease 14, autosomal recessive/dystonia-parkinsonism, adult-onset
ropinirole	parkinson disease, familial, type 1
ropinirole	parkinson disease 7, autosomal recessive early-onset
ropinirole	parkinson disease 8
ropinirole	parkinsonian-pyramidal syndrome
dolasetron	obsolete excessive vomiting starting after 22 completed weeks of gestation
tiagabine	bipolar disorder
tiagabine	obsolete partial epilepsy, with impairment of consciousness, with intractable epilepsy
tiagabine	cortical dysplasia-focal epilepsy syndrome
tiagabine	obsolete partial epilepsy with impairment of consciousness
tiagabine	partial epilepsy
sibutramine	weight loss
sibutramine	obesity
trovafloxacin	obsolete primary haemophilus infectious disease
trovafloxacin	bacterial pneumonia
trovafloxacin	obsolete primary escherichia coli infectious disease
trovafloxacin	escherichia coli infections
trovafloxacin	obsolete staphylococcal infectious disease
trovafloxacin	bronchitis
trovafloxacin	obsolete commensal streptococcal infectious disease
trovafloxacin	obsolete primary streptococcal infectious disease
trovafloxacin	obsolete gonococcal eye infectious disease
trovafloxacin	obsolete anorectal gonorrhea
trovafloxacin	obsolete pharyngeal gonorrhea
trovafloxacin	gonorrhea
trovafloxacin	sinusitis
trovafloxacin	obsolete primary klebsiella infectious disease
sildenafil	vasculogenic impotence
tolterodine	urinary bladder diseases/bladder disease
tirofiban	intermediate coronary syndrome
tirofiban	myocardial infarction
montelukast	asthma
abacavir	obsolete central nervous system aids arteritis
abacavir	acquired immunodeficiency syndrome/aids
abacavir	obsolete aids-related cryptosporidiosis
abacavir	obsolete aids-related cystoisosporiasis
abacavir	obsolete aids-related pneumocystis jirovecii pneumonia
abacavir	obsolete aids retinopathy
abacavir	obsolete aids-related human papillomavirus infectious disease
sevelamer	phosphorus metabolism disorders/phosphorus metabolism disease
unoprostone isopropyl	obsolete pigment dispersion syndrome of iris
unoprostone isopropyl	pigment dispersion syndrome
unoprostone isopropyl	open-angle glaucoma/primary open angle glaucoma
escitalopram	depression
adefovir dipivoxil/adefovir	hepatitis b
melphalan	benign ovarian neoplasm
melphalan	ovarian cancer
melphalan	ovarian neoplasm
melphalan	multiple myeloma
melphalan	obsolete multiple myeloma and immunoproliferative neoplasm
melphalan	breast cancer
melphalan	breast neoplasm
melphalan	rhabdomyosarcoma
melphalan	obsolete rhabdomyosarcoma recurrent
melphalan	cervical neuroblastoma
melphalan	retroperitoneal neuroblastoma
melphalan	obsolete neuroblastomas of the adrenal gland and sympathetic nervous system
melphalan	neuroblastoma
levocabastine	allergic conjunctivitis
valganciclovir	cytomegalovirus retinitis
olmesartan	obsolete diabetic nephropathy
olmesartan	x-linked intellectual disability-cardiomegaly-congestive heart failure syndrome
olmesartan	congestive heart failure/heart failure
olmesartan	obsolete hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium
olmesartan	hypertension
olmesartan	obsolete pre-eclampsia or eclampsia superimposed on pre-existing hypertension
exenatide	type ii diabetes mellitus/type 2 diabetes mellitus
exenatide	maturity-onset diabetes of the young, type 1/maturity-onset diabetes of the young type 1
exenatide	maturity-onset diabetes of the young type 2
exenatide	renal cysts and diabetes syndrome
exenatide	maturity-onset diabetes of the young type 3
exenatide	maturity-onset diabetes of the young type 4
exenatide	maturity-onset diabetes of the young type 6
exenatide	maturity-onset diabetes of the young, type 8, with exocrine dysfunction/maturity-onset diabetes of the young type 8
exenatide	maturity-onset diabetes of the young type 7
exenatide	maturity-onset diabetes of the young type 9
exenatide	maturity-onset diabetes of the young type 10
exenatide	maturity-onset diabetes of the young type 11
exenatide	maturity-onset diabetes of the young type 13
exenatide	maturity-onset diabetes of the young type 14
exenatide	maturity-onset diabetes of the young
glycerin/glycerol	constipation
glycerin/glycerol	dermatitis
phenol	pain agnosia
phenol	pain
colchicine	obsolete gouty nephropathy
colchicine	gout
colchicine	amyloidosis
colchicine	monoclonal light chain cardiac amyloidosis
colchicine	transthyretin cardiac amyloidosis
colchicine	biliary cirrhosis
colchicine	familial mediterranean fever
colchicine	familial mediterranean fever related phenotypic feature/autosomal recessive familial mediterranean fever
quinidine	atrial fibrillation
quinidine	reverse typical atrial flutter
quinidine	atrial flutter
quinidine	typical atrial flutter
ergonovine	postpartum hemorrhage
diethylstilbestrol	breast cancer
diethylstilbestrol	breast neoplasm
diethylstilbestrol	obsolete parasite-related carcinoma
diethylstilbestrol	obsolete epithelial carcinoma
diethylstilbestrol	obsolete human papillomavirus related carcinoma
diethylstilbestrol	carcinoma
diethylstilbestrol	obsolete carcinoma of unknown primary
diethylstilbestrol	obsolete epstein-barr virus related carcinoma
diethylstilbestrol	obsolete lung carcinoma metastatic to the brain
diethylstilbestrol	obsolete helicobacter pylori-related carcinoma
diethylstilbestrol	obsolete lung carcinoma metastatic to the liver
diethylstilbestrol	obsolete combined carcinoma of lung
diethylstilbestrol	ampulla of vater carcinoma
diethylstilbestrol	prostate cancer
digitoxin	cardiogenic shock
digitoxin	supraventricular tachycardia
digitoxin	x-linked intellectual disability-cardiomegaly-congestive heart failure syndrome
digitoxin	congestive heart failure/heart failure
digitoxin	reverse typical atrial flutter
digitoxin	atrial flutter
digitoxin	typical atrial flutter
digitoxin	atrial fibrillation
propylthiouracil	goiter
propylthiouracil	thyroid crisis
methyltestosterone	erectile dysfunction/impotence
methyltestosterone	hypogonadism
methyltestosterone	breast cancer
methyltestosterone	breast neoplasm
methyltestosterone	obsolete delayed puberty
methimazole	thyroid crisis
methimazole	goiter
penicillin g	subacute bacterial endocarditis
penicillin g	gummatous syphilis
penicillin g	obsolete muscle syphilis
penicillin g	obsolete bursa syphilis
penicillin g	obsolete pulmonary syphilis
penicillin g	oropharyngeal anthrax
penicillin g	anthrax
penicillin g	obsolete meningococcal infectious disease
penicillin g	obsolete gonococcal eye infectious disease
penicillin g	obsolete anorectal gonorrhea
penicillin g	obsolete pharyngeal gonorrhea
penicillin g	gonorrhea
penicillin g	obsolete commensal streptococcal infectious disease
penicillin g	obsolete primary streptococcal infectious disease
cyanocobalamin	diabetic neuropathy
cyanocobalamin	alcoholic neuropathy
cyanocobalamin	multiple sclerosis
cyanocobalamin	pernicious anemia
sodium acetate	acidosis
sodium chloride	keratoconjunctivitis sicca
sodium chloride	corneal edema
progesterone	female infertility
progesterone	amenorrhea
ephedrine	bronchospasm
ephedrine	orthostatic hypotension
ephedrine	asthma
ephedrine	rhinitis
citric acid	renal tubular acidosis
citric acid	obsolete urination disorder
ascorbic acid	common cold
ascorbic acid	methemoglobinemia
ascorbic acid	scurvy
ascorbic acid	tyrosinemias/tyrosinemia
ascorbic acid	tyrosinemia type i
edetate calcium disodium	hypercalcemia
edetate calcium disodium	obsolete metastatic ovarian small cell carcinoma with hypercalcemia
edetate calcium disodium	ventricular fibrillation
thiamine	pellagra
thiamine	obsolete niacin deficiency
thiamine	wernicke encephalopathy
thiamine	beriberi
