source	target
docetaxel	non-small cell lung carcinoma
pentobarbital	status epilepticus
propofol	status epilepticus
thiopental	status epilepticus
lamotrigine	epilepsy
ezetimibe	hyperlipidemia
simvastatin	hyperlipidemia
modafinil	pain
leuprolide	multiple myeloma
leuprolide	mantle cell lymphoma
aripiprazole	attention deficit hyperactivity disorder
mycophenolic acid	rheumatoid arthritis
alemtuzumab	rheumatoid arthritis
cyclophosphamide	rheumatoid arthritis
cyclosporine	rheumatoid arthritis
desvenlafaxine	pain
etanercept	lichen planus
morphine	pain
bupivacaine	pain
clonidine	pain
sorafenib	kaposi sarcoma/kaposi's sarcoma
buspirone	alzheimer's disease
buspirone	dementia
aripiprazole	schizophrenia
aripiprazole	schizoaffective disorder
aripiprazole	bipolar disorder
paclitaxel	non-small cell lung carcinoma
cisplatin	non-small cell lung carcinoma
atorvastatin	asthma
etodolac	multiple myeloma
levodopa	parkinson's disease
topiramate	parkinson's disease
ribavirin	hepatitis c, chronic/chronic hepatitis c virus infection
folic acid	rheumatoid arthritis
methylprednisolone	rheumatoid arthritis
prednisolone	rheumatoid arthritis
adalimumab	rheumatoid arthritis
rituximab	rheumatoid arthritis
etanercept	rheumatoid arthritis
levetiracetam	obsessive-compulsive disorder
sertraline	obsessive-compulsive disorder
amiodarone	atrial fibrillation
cycloserine	pain
iloprost	pulmonary arterial hypertension
bosentan	pulmonary arterial hypertension
lovastatin	rheumatoid arthritis
mycophenolic acid	multiple myeloma
cyclosporine	multiple myeloma
sunitinib	metastatic melanoma
temozolomide	metastatic melanoma
interferon beta-1a	crohn disease
domperidone	parkinson's disease
domperidone	peripheral edema
capecitabine/fluorouracil	pain
celecoxib	pain
lenograstim	myocardial infarction
prednisone	duchenne muscular dystrophy
adalimumab	sarcoidosis
everolimus	atherosclerosis
mycophenolic acid	atherosclerosis
prednisone	atherosclerosis
sirolimus	atherosclerosis
tacrolimus	atherosclerosis
oxycodone	osteoarthritis
buprenorphine	osteoarthritis
prednisone	prostatic neoplasms, castration-resistant/castration-resistant prostate carcinoma
docetaxel	prostatic neoplasms, castration-resistant/castration-resistant prostate carcinoma
quetiapine	dementia
valproic acid	dementia
meglumine antimoniate/meglumine antimonate	cutaneous leishmaniasis
nitric oxide	cutaneous leishmaniasis
flurbiprofen	dementia
moxifloxacin	neuroblastoma
bevacizumab	gastrointestinal stromal tumor
methylprednisolone	asthma
prednisolone	asthma
sunitinib	renal cell carcinoma
dexamethasone	anterior uveitis
rosiglitazone	alzheimer's disease
pregabalin	pain
reboxetine	pain
milrinone	congestive heart failure/heart failure
dobutamine	congestive heart failure/heart failure
lorazepam	status epilepticus
triamcinolone hexacetonide	rhinitis
hydroxyurea	pulmonary arterial hypertension
erlotinib	non-small cell lung carcinoma
bevacizumab	non-small cell lung carcinoma
methadone	pain
pregabalin	herpes zoster
pregabalin	postherpetic neuralgia
mycophenolic acid	aplastic anemia
lenograstim	aplastic anemia
cyclophosphamide	aplastic anemia
cyclosporine	aplastic anemia
fluphenazine	psoriasis
valproic acid	melanoma
cisplatin	pain
proguanil	malaria
pyrimethamine	malaria
sulfadoxine	malaria
dapsone	malaria
prednisone	non-hodgkin lymphoma
bortezomib	non-hodgkin lymphoma
cyclophosphamide	non-hodgkin lymphoma
lansoprazole	asthma
dexlansoprazole	asthma
lorazepam	schizophrenia
lactulose	hepatic encephalopathy
rifaximin	hepatic encephalopathy
cetuximab	multiple myeloma
icodextrin	congestive heart failure/heart failure
pregabalin	epilepsy
sunitinib	gastrointestinal stromal tumor
tacrolimus	hepatitis c, chronic/chronic hepatitis c virus infection
cyclosporine	hepatitis c, chronic/chronic hepatitis c virus infection
temozolomide	glioblastoma
levetiracetam	epilepsy
flurbiprofen	alzheimer's disease
mitomycin	urinary bladder cancer
clopidogrel	atherosclerosis
sunitinib	chronic myelomonocytic leukemia
sunitinib	mast cell leukemia
minocycline	acne
infliximab	rheumatoid arthritis
ezetimibe	diabetes mellitus
simvastatin	diabetes mellitus
quetiapine	schizophrenia
naproxen	osteoarthritis
paroxetine	major depressive disorder
lithium	major depressive disorder
capecitabine/fluorouracil	squamous cell carcinoma
cisplatin	squamous cell carcinoma
docetaxel	squamous cell carcinoma
metoprolol	cardiac arrest
racepinephrine	cardiac arrest
metoprolol	ventricular fibrillation
racepinephrine	ventricular fibrillation
abatacept	crohn disease
azacitidine	multiple myeloma
letrozole	leiomyosarcoma
etoposide	non-small cell lung carcinoma
sorafenib	non-small cell lung carcinoma
everolimus	renal cell carcinoma
sirolimus	renal cell carcinoma
aminosalicylic acid	crohn disease
methylprednisolone	multiple sclerosis
prednisolone	multiple sclerosis
nitroglycerin	pancreatitis
mometasone	sinusitis
amoxicillin	sinusitis
clavulanic acid	sinusitis
methylprednisolone	myasthenia gravis
cyclophosphamide	myasthenia gravis
ketoprofen	bursitis
penicillin g	psoriasis
mycophenolic acid	systemic lupus erythematosus
prednisolone	systemic lupus erythematosus
prednisone	systemic lupus erythematosus
abatacept	systemic lupus erythematosus
dutasteride	benign prostatic hyperplasia
sunitinib	non-small cell lung carcinoma
anastrozole	obesity
alemtuzumab	peripheral t-cell lymphoma
azacitidine	squamous cell carcinoma
loperamide	diarrhea
panobinostat	multiple myeloma
sildenafil	cerebral infarction
clonidine	multiple sclerosis
octreotide	pheochromocytoma
aspirin	multiple sclerosis
leflunomide	rheumatoid arthritis
rimonabant	type ii diabetes mellitus/type 2 diabetes mellitus
paclitaxel	glioblastoma
lacosamide	osteoarthritis
folic acid	renal cell carcinoma
quetiapine	bipolar disorder
citalopram	depression
dexetimide	depression
pemetrexed	renal cell carcinoma
bevacizumab	renal cell carcinoma
ketamine	pain
panobinostat	prostatic neoplasms, castration-resistant/castration-resistant prostate carcinoma
aspirin	myocardial infarction
megestrol/megestrol acetate	dementia
vorinostat	non-small cell lung carcinoma
prednisone	pain
azacitidine	pain
lenograstim	pain
docetaxel	pain
azathioprine	systemic lupus erythematosus
tapentadol	pain
infliximab	diabetic macular edema
infliximab	diabetic retinopathy
everolimus	glioblastoma
sirolimus	glioblastoma
natamycin	fungal keratitis
povidone-iodine	fungal keratitis
crospovidone/povidone	fungal keratitis
glyburide	diabetes mellitus
pioglitazone	diabetes mellitus
sulfasalazine	rheumatoid arthritis
chloroquine	rheumatoid arthritis
magnesium sulfate	asthma
insulin aspart	asthma
aceclofenac	otitis externa
carvedilol	epilepsy
cholecalciferol	osteoporosis, postmenopausal/postmenopausal osteoporosis
calcium carbonate	osteoporosis, postmenopausal/postmenopausal osteoporosis
busulfan	chronic myelogenous leukemia
ketoprofen	osteoarthritis
isotretinoin	neuroblastoma
darbepoetin alfa	congestive heart failure/heart failure
azathioprine	ulcerative colitis
infliximab	ulcerative colitis
lenalidomide	multiple myeloma
dasatinib	polycythemia vera
etoposide	neuroblastoma
carboplatin	neuroblastoma
acetylcysteine	obsessive-compulsive disorder
methotrexate	systemic lupus erythematosus
methylprednisolone	systemic lupus erythematosus
fondaparinux	venous thrombosis
pioglitazone	type ii diabetes mellitus/type 2 diabetes mellitus
rimonabant	schizophrenia
rimonabant	schizoaffective disorder
carmustine	glioblastoma
nicotine	postoperative nausea and vomiting
methylprednisolone	hemangioma
prednisolone	hemangioma
prednisone	hemangioma
vincristine	hemangioma
sorafenib	renal cell carcinoma
omeprazole	acute coronary syndrome
clopidogrel	acute coronary syndrome
aspirin	acute coronary syndrome
omeprazole	myocardial infarction
clopidogrel	myocardial infarction
dasatinib	multiple myeloma
decitabine	renal cell carcinoma
topiramate	epilepsy
dobutamine	tetralogy of fallot
nitric oxide	acute myocardial infarction
etoposide	ewing sarcoma
isoniazid	pulmonary tuberculosis
paclitaxel	squamous cell carcinoma
carmustine	multiple myeloma
cytarabine	multiple myeloma
furosemide	congestive heart failure/heart failure
vidarabine	non-hodgkin lymphoma
methotrexate	aplastic anemia
tacrolimus	aplastic anemia
alemtuzumab	aplastic anemia
tacrolimus	multiple myeloma
alemtuzumab	multiple myeloma
latanoprost	glaucoma
timolol	glaucoma
warfarin	atrial fibrillation
biotin	atrial fibrillation
imatinib	pulmonary arterial hypertension
quetiapine	anorexia nervosa
clenbuterol	congestive heart failure/heart failure
verapamil	atrial fibrillation
verapamil	congestive heart failure/heart failure
arsenic trioxide	multiple myeloma
ascorbic acid	multiple myeloma
thiotepa	chronic myelogenous leukemia
omeprazole	gastric ulcer
misoprostol	gastric ulcer
naproxen	gastric ulcer
aceclofenac	gastric ulcer
phenytoin/fosphenytoin	epilepsy
deferasirox	iron overload
deferasirox	neuroblastoma
donepezil	alzheimer's disease
allopurinol	hyperuricemia
reboxetine	fibromyalgia
iloprost	scleroderma
etoposide	retinoblastoma
ifosfamide	retinoblastoma
albuterol	asthma
albuterol	bronchospasm
mifepristone	severe major depression with psychotic features
memantine	multiple sclerosis
octreotide	acromegaly
citalopram	major depressive disorder
dexetimide	major depressive disorder
citalopram	insomnia
dexetimide	insomnia
eplerenone	atrial fibrillation
lamivudine	diarrhea
nelfinavir	diarrhea
zidovudine	diarrhea
calcium carbonate	diarrhea
carboplatin	glioblastoma
ezetimibe	atherosclerosis
insulin glargine	obesity
insulin detemir	obesity
paromomycin	cutaneous leishmaniasis
paroxetine	generalized anxiety disorder
amoxicillin	parkinson's disease
omeprazole	parkinson's disease
bevacizumab	myelofibrosis/primary myelofibrosis
busulfan	mucopolysaccharidosis vi
alemtuzumab	mucopolysaccharidosis vi
cyclophosphamide	mucopolysaccharidosis vi
busulfan	wolman disease
alemtuzumab	wolman disease
cyclophosphamide	wolman disease
busulfan	niemann-pick disease, type c
alemtuzumab	niemann-pick disease, type c
cyclophosphamide	niemann-pick disease, type c
atorvastatin	obstructive sleep apnea
vidarabine	neuroblastoma
natalizumab	multiple myeloma
galantamine	alzheimer's disease
azithromycin	cutaneous leishmaniasis
dronabinol	multiple sclerosis
lenalidomide	pain
vidarabine	systemic lupus erythematosus
busulfan	systemic lupus erythematosus
alemtuzumab	systemic lupus erythematosus
vidarabine	scleroderma
busulfan	scleroderma
alemtuzumab	scleroderma
pramipexole	fibromyalgia
pioglitazone	amyotrophic lateral sclerosis
zonisamide	epilepsy
dronedarone	congestive heart failure/heart failure
pregabalin	fibromyalgia
desvenlafaxine	fibromyalgia
budesonide	asthma
cyclophosphamide	neuroblastoma
pentostatin	hodgkin lymphoma
alemtuzumab	hodgkin lymphoma
pentostatin	multiple myeloma
exenatide	diabetes mellitus
metformin	diabetes mellitus
bisoprolol	congestive heart failure/heart failure
bevacizumab	retinopathy of prematurity
clofarabine	chronic myelomonocytic leukemia
estradiol	hidradenitis suppurativa
ethinyl estradiol	hidradenitis suppurativa
ceftibuten	pyelonephritis
mifepristone	depression
omeprazole	gastroesophageal reflux disease
fingolimod	primary progressive multiple sclerosis
zonisamide	schizophrenia
olanzapine	schizoaffective disorder
zonisamide	schizoaffective disorder
gabapentin	pain
irinotecan	glioblastoma
bevacizumab	glioblastoma
ramipril	atrial fibrillation
abatacept	sarcoidosis
metronidazole	bacterial vaginosis
ursodiol	biliary cirrhosis
budesonide	biliary cirrhosis
etoricoxib	pain
buspirone	congestive heart failure/heart failure
acetazolamide	congestive heart failure/heart failure
indomethacin	patent ductus arteriosus
fluoxetine	obsessive-compulsive disorder
naltrexone	obsessive-compulsive disorder
domperidone	gastroparesis
dobutamine	asthma
venlafaxine	major depressive disorder
travoprost	glaucoma
travoprost	ocular hypertension
buprenorphine	opioid-related disorders/opiate dependence
etoposide	burkitt lymphoma
everolimus	burkitt lymphoma
sirolimus	burkitt lymphoma
cytarabine	burkitt lymphoma
interferon beta-1a	multiple sclerosis
pioglitazone	asthma
pioglitazone	obesity
dasatinib	non-small cell lung carcinoma
hydrocortisone	open-angle glaucoma/primary open angle glaucoma
hydrocortisone	ocular hypertension
bevacizumab	non-hodgkin lymphoma
warfarin	multiple myeloma
aspirin	multiple myeloma
bendamustine	chronic myelogenous leukemia
milnacipran	fibromyalgia
levomilnacipran	fibromyalgia
methylprednisolone	crohn disease
prednisolone	crohn disease
infliximab	crohn disease
rituximab	thrombotic thrombocytopenic purpura
cimetidine	generalized anxiety disorder
phenytoin/fosphenytoin	neuroblastoma
alemtuzumab	neuroblastoma
ropivacaine	pain
hydrocortisone	inflammatory bowel disease
budesonide	inflammatory bowel disease
hydrocortisone	ulcerative colitis
budesonide	ulcerative colitis
anidulafungin	candidiasis
everolimus	neuroblastoma
irinotecan	neuroblastoma
sirolimus	neuroblastoma
topotecan	neuroblastoma
cisplatin	neuroblastoma
doxorubicin	neuroblastoma
ifosfamide	non-hodgkin lymphoma
carboplatin	non-hodgkin lymphoma
naproxen	arthritis
celecoxib	arthritis
metformin	generalized anxiety disorder
rosiglitazone	malaria
rosuvastatin	malaria
eptifibatide	myocardial infarction
bosentan	asthma
micafungin	candidiasis
amphotericin b	candidiasis
deoxycholic acid	candidiasis
clopidogrel	cerebral infarction
aspirin	cerebral infarction
estradiol	postmenopausal atrophic vaginitis
fenofibrate	obesity
riluzole	amyotrophic lateral sclerosis
lithium	amyotrophic lateral sclerosis
sirolimus	non-small cell lung carcinoma
sildenafil	congestive heart failure/heart failure
amphotericin b	visceral leishmaniasis
methotrexate	psoriasis
infliximab	psoriasis
sevelamer	hyperphosphatemia
asparaginase	multiple myeloma
salicylic acid	obesity
potassium salicylate	obesity
lansoprazole	type 1 diabetes mellitus
sitagliptin	type 1 diabetes mellitus
dexlansoprazole	type 1 diabetes mellitus
colchicine	hepatitis c, chronic/chronic hepatitis c virus infection
clofarabine	myelofibrosis/primary myelofibrosis
cyclophosphamide	myelofibrosis/primary myelofibrosis
cyclophosphamide	chronic myelomonocytic leukemia
memantine	alzheimer's disease
prednisone	multiple myeloma
quetiapine	schizoaffective disorder
buspirone	schizoaffective disorder
darbepoetin alfa	non-small cell lung carcinoma
lenograstim	non-small cell lung carcinoma
ethanol	alcohol abuse
levetiracetam	alcohol abuse
topiramate	alcohol abuse
zonisamide	alcohol abuse
aceclofenac	osteoarthritis
quetiapine	major depressive disorder
quetiapine	generalized anxiety disorder
donepezil	dementia
betaine	hepatitis c, chronic/chronic hepatitis c virus infection
octreotide	carcinoid syndrome
thalidomide	uveitis
ondansetron	alcohol abuse
abciximab	acute myocardial infarction
palonosetron	nausea and vomiting
aprepitant	nausea and vomiting
cisplatin	nausea and vomiting
dexamethasone	nausea and vomiting
dasatinib	chronic myelogenous leukemia
certolizumab pegol	crohn disease
azacitidine	non-small cell lung carcinoma
panobinostat	non-small cell lung carcinoma
timolol	ocular hypertension
bevacizumab	metastatic renal cell cancer
pyridoxine	tardive dyskinesia
pyridoxal phosphate	tardive dyskinesia
sunitinib	glioblastoma
bortezomib	medullary thyroid carcinoma
cyclophosphamide	melanoma
bosentan	sarcoidosis
pioglitazone	hepatitis c, chronic/chronic hepatitis c virus infection
midazolam	schizophrenia
methadone	nausea and vomiting
fulvestrant	non-small cell lung carcinoma
anastrozole	non-small cell lung carcinoma
vincristine	peripheral t-cell lymphoma
dexrazoxane	peripheral t-cell lymphoma
doxorubicin	peripheral t-cell lymphoma
azacitidine	renal cell carcinoma
miconazole	respiratory tract infections
anidulafungin	respiratory tract infections
midazolam	pain
midazolam	anxiety
ciprofloxacin	acute swimmer's ear/acute swimmers' ear
dexamethasone	acute swimmer's ear/acute swimmers' ear
erlotinib	neuroblastoma
danazol	thrombotic thrombocytopenic purpura
testosterone	congestive heart failure/heart failure
methyltestosterone	congestive heart failure/heart failure
ifosfamide	neuroblastoma
temozolomide	neuroblastoma
vincristine	neuroblastoma
cholecalciferol	osteoporosis
calcium carbonate	osteoporosis
brimonidine	open-angle glaucoma/primary open angle glaucoma
brimonidine	ocular hypertension
vidarabine	multiple myeloma
doxycycline	anthrax
sitagliptin	cystic fibrosis
sirolimus	multiple myeloma
lenalidomide	renal cell carcinoma
rosuvastatin	acute lung injury
oseltamivir	influenza
zanamivir	influenza
tapentadol	osteoarthritis
tramadol	premature ejaculation
cyclophosphamide	glioblastoma
metoprolol	obesity
magnesium sulfate	pain
vardenafil	cystic fibrosis
aminosalicylic acid	ulcerative colitis
erlotinib	squamous cell carcinoma
everolimus	squamous cell carcinoma
sirolimus	squamous cell carcinoma
sufentanil	pain
arsenic trioxide	essential thrombocythemia
ascorbic acid	essential thrombocythemia
arsenic trioxide	polycythemia vera
ascorbic acid	polycythemia vera
naloxone	constipation
oxycodone	constipation
naloxone	pain
oxycodone	pain
donepezil	parkinson's disease
cyclophosphamide	non-small cell lung carcinoma
lenograstim	lymphoma
lenalidomide	mantle cell lymphoma
lenalidomide	non-hodgkin lymphoma
bevacizumab	age-related macular degeneration
ranibizumab	age-related macular degeneration
racepinephrine	asthma
hydroxychloroquine	non-small cell lung carcinoma
thalidomide	endometriosis
panobinostat	non-hodgkin lymphoma
acetylcysteine	bulimia nervosa
lenalidomide	peripheral t-cell lymphoma
warfarin	pulmonary arterial hypertension
suramin	non-small cell lung carcinoma
erlotinib	polycythemia vera
mycophenolic acid	waldenstrom macroglobulinemia
tacrolimus	waldenstrom macroglobulinemia
busulfan	waldenstrom macroglobulinemia
bupropion	depression
cholecalciferol	crohn disease
metformin	type ii diabetes mellitus/type 2 diabetes mellitus
insulin glargine	type ii diabetes mellitus/type 2 diabetes mellitus
simvastatin	pneumonia
natalizumab	relapsing-remitting multiple sclerosis
interferon beta-1a	relapsing-remitting multiple sclerosis
basiliximab	ulcerative colitis
everolimus	non-small cell lung carcinoma
lorazepam	pain
sildenafil	persistent fetal circulation syndrome/alveolar capillary dysplasia
moxifloxacin	infectious otitis media
dexmedetomidine	pulmonary arterial hypertension
physostigmine	alzheimer's disease
minocycline	multiple sclerosis
propranolol	hemangioma
epoprostenol	pulmonary arterial hypertension
levofloxacin	community acquired pneumonia/community-acquired pneumonia
ofloxacin	community acquired pneumonia/community-acquired pneumonia
etoricoxib	postherpetic neuralgia
voriconazole	candidiasis
mercaptopurine	crohn disease
triamcinolone hexacetonide	uveitis
bevacizumab	uveitis
sorafenib	metastatic renal cell cancer
bortezomib	metastatic renal cell cancer
hydroxyurea	multiple sclerosis
ketoconazole	tinea pedis
meropenem	abdominal abscess
amoxicillin	abdominal abscess
doripenem	abdominal abscess
clavulanic acid	abdominal abscess
meropenem	appendicitis
amoxicillin	appendicitis
doripenem	appendicitis
clavulanic acid	appendicitis
meropenem	peritonitis
amoxicillin	peritonitis
doripenem	peritonitis
clavulanic acid	peritonitis
erlotinib	glioblastoma
vorinostat	glioblastoma
bortezomib	mantle cell lymphoma
erlotinib	renal cell carcinoma
vorinostat	peripheral t-cell lymphoma
benzoyl peroxide	gastroparesis
naltrexone	gastroparesis
isotretinoin	rosacea
minocycline	rosacea
hydroxychloroquine	renal cell carcinoma
duloxetine	major depressive disorder
timolol	hemangioma
dronedarone	atrial fibrillation
lidocaine	pain
deferasirox	chronic eosinophilic leukemia
deferasirox	chronic myelomonocytic leukemia
zoledronic acid	osteoporosis
zoledronic acid	multiple sclerosis
sildenafil	duchenne muscular dystrophy
varenicline	alcohol abuse
varenicline	tobacco use disorder/nicotine dependence
cholecalciferol	diabetes mellitus
olsalazine	proctitis
fluconazole	candidemia
anidulafungin	candidemia
bendamustine	multiple myeloma
methylprednisolone	multiple myeloma
prednisolone	multiple myeloma
arsenic trioxide	endometrial carcinoma
atorvastatin	acute coronary syndrome
valproic acid	neuroblastoma
rituximab	multiple sclerosis
everolimus	transitional cell carcinoma
paclitaxel	transitional cell carcinoma
sirolimus	transitional cell carcinoma
cisplatin	transitional cell carcinoma
leucovorin	rheumatoid arthritis
alefacept	chronic graft versus host disease
baclofen	tobacco use disorder/nicotine dependence
niacinamide	obesity
niacin	obesity
propranolol	post-traumatic stress disorder
tadalafil	pulmonary arterial hypertension
exenatide	alzheimer's disease
lapatinib	melanoma
alefacept	aplastic anemia
ondansetron	obsessive-compulsive disorder
dexamethasone	crohn disease
cinacalcet	hyperparathyroidism
cinacalcet	secondary hyperparathyroidism
thalidomide	rheumatoid arthritis
primaquine	malaria
chloroquine	malaria
denosumab	rheumatoid arthritis
denosumab	osteoporosis
etanercept	osteoporosis
everolimus	multiple myeloma
travoprost	open-angle glaucoma/primary open angle glaucoma
irinotecan	ewing sarcoma
temozolomide	ewing sarcoma
everolimus	pemphigus
sirolimus	pemphigus
midazolam	epilepsy
dexamethasone	sjogren syndrome
gatifloxacin	bacterial conjunctivitis
metformin	squamous cell carcinoma
vigabatrin	alcohol abuse
cocaine	alcohol abuse
minocycline	cystic fibrosis
tetracycline	cystic fibrosis
rifampin	cystic fibrosis
sulfamethoxazole	cystic fibrosis
trimethoprim	cystic fibrosis
chlorhexidine	cystic fibrosis
ranolazine	atrial fibrillation
budesonide	proctitis
melphalan	non-hodgkin lymphoma
thiotepa	non-hodgkin lymphoma
aminolevulinic acid	glioblastoma
irinotecan	pancreatic adenocarcinoma
capecitabine/fluorouracil	pancreatic adenocarcinoma
oxaliplatin	pancreatic adenocarcinoma
amifostine	trigeminal neuralgia
prednisone	polymyalgia rheumatica
doripenem	meningitis
tadalafil	multiple myeloma
clarithromycin	multiple myeloma
bosentan	persistent fetal circulation syndrome/alveolar capillary dysplasia
loratadine	rheumatoid arthritis
acetaminophen	rheumatoid arthritis
nicotine	tobacco use disorder/nicotine dependence
pioglitazone	tobacco use disorder/nicotine dependence
morphine	tobacco use disorder/nicotine dependence
zoledronic acid	neuroblastoma
galantamine	post-traumatic stress disorder
methylphenidate	post-traumatic stress disorder
docetaxel	leiomyosarcoma
rituximab	peripheral t-cell lymphoma
lenalidomide	waldenstrom macroglobulinemia
aminopterin	peripheral t-cell lymphoma
bimatoprost	glaucoma
lisdexamfetamine	major depressive disorder
chloroquine	multiple myeloma
axitinib	metastatic renal cell cancer
lumefantrine	malaria
allopurinol	gout
pentostatin	mantle cell lymphoma
alprostadil	pulmonary arterial hypertension
prednisone	diarrhea
docetaxel	diarrhea
milnacipran	irritable bowel syndrome
levomilnacipran	irritable bowel syndrome
pregabalin	neuralgia
buspirone	anxiety disorder
buspirone	epilepsy
etoposide	aplastic anemia
melphalan	aplastic anemia
busulfan	aplastic anemia
carmustine	aplastic anemia
clofarabine	aplastic anemia
