count	source	target	ngd
28.0	VANDF:4021572	MONDO:0005009	0.382174730609985
27.0	CHEMBL.COMPOUND:CHEMBL64	MONDO:0005861	0.24137795395947512
27.0	VANDF:4021592	MONDO:0001386	0.19522923437645281
27.0	UMLS:C0003232	MONDO:0043544	0.39749520693964757
26.0	UMLS:C1443775	MONDO:0005233	0.29475848715562075
26.0	CHEMBL.COMPOUND:CHEMBL2146126	MONDO:0004985	0.21752710645497875
25.0	CHEBI:35530	MONDO:0005044	0.41360355195297654
25.0	UMLS:C0003232	MONDO:0005229	0.3591097774527795
25.0	CHEMBL.COMPOUND:CHEMBL3184791	UMLS:C0596988	0.47149248411620676
25.0	CHEBI:50247	MONDO:0029000	0.4086337565833711
25.0	CHEMBL.COMPOUND:CHEMBL1200588	UMLS:C0343401	0.36489738525924464
25.0	MESH:D004364	MONDO:0005148	0.5174219736424921
24.0	MESH:Q000819	MONDO:0004979	0.43833697164612084
23.0	CHEMBL.COMPOUND:CHEMBL11359	UMLS:C0596402	0.3657773444521131
23.0	MESH:D004364	MONDO:0005090	0.5383797101400843
23.0	CHEBI:35610	MONDO:0005070	0.3494263235166749
23.0	CHEMBL.COMPOUND:CHEMBL11359	MONDO:0005140	0.3192940725514552
23.0	MESH:D004364	MONDO:0005108	0.6447523970157696
23.0	MESH:D004364	MONDO:0011122	0.619534553220277
23.0	MESH:D004364	UMLS:C0857121	0.5470476159832963
23.0	MESH:D004364	MONDO:0004981	0.5941799409526157
23.0	CHEBI:35476	MONDO:0005485	0.2228429111750017
23.0	CHEMBL.COMPOUND:CHEMBL2146146	UMLS:C1140999	0.352732173158828
23.0	CHEBI:35469	UMLS:C1457887	0.5198661629305651
22.0	CHEMBL.COMPOUND:CHEMBL1201565	MONDO:0002280	0.2175076038505841
22.0	MESH:D004364	MONDO:0001627	0.6030129033700643
22.0	CHEMBL.COMPOUND:CHEMBL1703	MONDO:0005148	0.3241961409962817
22.0	CHEMBL.COMPOUND:CHEMBL374478	MONDO:0005861	0.2823091341247286
22.0	CHEMBL.COMPOUND:CHEMBL467	MONDO:0001394	0.2596541695695081
22.0	CHEMBL.COMPOUND:CHEMBL1411731	MONDO:0004796	0.4219566527524179
22.0	CHEMBL.COMPOUND:CHEMBL538973	MONDO:0005090	0.30015465347174214
22.0	CHEBI:50949	MONDO:0002050	0.3742272783164514
22.0	UMLS:C0003232	MONDO:0024330	0.42256374396286606
22.0	CHEMBL.COMPOUND:CHEMBL351042	UMLS:C1457887	0.5872262322931531
21.0	VANDF:4021814	MONDO:0005136	0.1551253678760564
21.0	MESH:D004364	MONDO:0007263	0.5837489488140601
21.0	CHEMBL.COMPOUND:CHEMBL88	MONDO:0005070	0.6153330407786249
21.0	CHEBI:35842	MONDO:0008383	0.21481044587125359
21.0	CHEMBL.COMPOUND:CHEMBL1200628	UMLS:C0343401	0.24369189741362707
21.0	CHEMBL.COMPOUND:CHEMBL727	UMLS:C0596988	0.6211938936296675
21.0	CHEMBL.COMPOUND:CHEMBL83	MONDO:0005070	0.5989681073193824
21.0	MESH:D004364	MONDO:0013600	0.5866785201497167
21.0	CHEMBL.COMPOUND:CHEMBL1164	UMLS:C0343401	0.34524326842378855
20.0	CHEBI:35497	MONDO:0008315	0.28918732428899624
20.0	UMLS:C1136254	MONDO:0005249	0.3996357999509397
20.0	CHEBI:35457	MONDO:0005009	0.3274876729525851
20.0	MESH:D004364	MONDO:0100096	0.6564484148186931
20.0	CHEMBL.COMPOUND:CHEMBL810	MONDO:0018177	0.2017988497793004
20.0	MESH:D004364	MONDO:0005009	0.5621912683385271
20.0	CHEMBL.COMPOUND:CHEMBL374478	UMLS:C0596988	0.603159659614865
19.0	CHEMBL.COMPOUND:CHEMBL351042	MONDO:0021095	0.24029256123443565
19.0	CHEMBL.COMPOUND:CHEMBL1201071	UMLS:C0343401	0.3625745970487987
19.0	UMLS:C0003232	UMLS:C0009566	0.5351541127218288
19.0	CHEBI:35475	UMLS:C1457887	0.567849474076668
19.0	MESH:D004364	MONDO:0018874	0.6359731786497578
19.0	UMLS:C0003232	MONDO:0018076	0.5508552664308168
19.0	MESH:D004364	MONDO:0012268	0.5875478329291933
19.0	VANDF:4021572	MONDO:0005009	0.382174730609985
19.0	UMLS:C0003232	MONDO:0009061	0.44778854690608705
19.0	MESH:D004364	MONDO:0005015	0.5383007885353536
19.0	MESH:D004364	MONDO:0005301	0.6047762517804435
19.0	CHEMBL.COMPOUND:CHEMBL352705	MONDO:0005070	0.5690736103267938
18.0	UMLS:C0003232	MONDO:0001673	0.4690797279452216
18.0	MESH:D004364	MONDO:0002009	0.5637697163529215
18.0	VANDF:4021557	MONDO:0004981	0.2501750756081773
18.0	CHEMBL.COMPOUND:CHEMBL2105950	MONDO:0005249	0.49101318253169074
18.0	CHEMBL.COMPOUND:CHEMBL467	MONDO:0011382	0.2757993540300608
18.0	CHEMBL.COMPOUND:CHEMBL1200729	MONDO:0004796	0.4446750818972675
17.0	MESH:D004364	MONDO:0002025	0.5679054946514137
17.0	CHEMBL.COMPOUND:CHEMBL1202	UMLS:C0343401	0.4197331609669219
17.0	CHEMBL.COMPOUND:CHEMBL64	MONDO:0006052	0.34007076027012767
17.0	CHEMBL.COMPOUND:CHEMBL194126	UMLS:C0343401	0.4666700908418003
17.0	CHEMBL.COMPOUND:CHEMBL4297264	MONDO:0013600	0.32737860468386776
17.0	MESH:D004364	MONDO:0005186	0.5886145914471702
17.0	CHEMBL.COMPOUND:CHEMBL1202	UMLS:C0596988	0.5630338658496414
16.0	CHEMBL.COMPOUND:CHEMBL1722	MONDO:0005302	0.23727360343273665
16.0	VANDF:4021617	MONDO:0002203	0.21540420805833077
16.0	MESH:D004364	MONDO:0005298	0.5555481120369428
16.0	CHEMBL.COMPOUND:CHEMBL1616	MONDO:0001830	0.4186635744894741
16.0	CHEMBL.COMPOUND:CHEMBL1201593	MONDO:0005098	0.35434781936727155
16.0	MESH:D004364	MONDO:0007254	0.584456350088657
16.0	CHEBI:35674	UMLS:C0857121	0.21636875353470136
16.0	MESH:D004364	UMLS:C0596402	0.5614725536436637
16.0	MESH:D004364	MONDO:0006052	0.6404968693274757
16.0	MESH:D004364	MONDO:0005002	0.6162780739839145
16.0	CHEBI:38070	UMLS:C0232201	0.3139752654756683
16.0	MESH:D004364	MONDO:0005477	0.6413407993155362
16.0	CHEMBL.COMPOUND:CHEMBL1530	MONDO:0009693	0.2196920849890506
15.0	UMLS:C0242896	UMLS:C0474395	0.3410480095601917
15.0	CHEMBL.COMPOUND:CHEMBL2106961	UMLS:C1457887	0.62508093273515
15.0	MESH:D004364	UMLS:C0260397	0.7086001273556841
15.0	CHEBI:38070	MONDO:0005267	0.45611889055358734
15.0	CHEMBL.COMPOUND:CHEMBL40	MONDO:0001386	0.4079478273687377
15.0	UMLS:C0003232	MONDO:0024355	0.38610034673572324
15.0	UMLS:C1136254	UMLS:C0343401	0.41375750083046237
15.0	UMLS:C0003232	MONDO:0005709	0.5855061430542492
15.0	CHEMBL.COMPOUND:CHEMBL540506	UMLS:C0596988	0.6805336932706477
15.0	MESH:D018491	MONDO:0010911	0.2682183193858381
15.0	CHEMBL.COMPOUND:CHEMBL11359	MONDO:0005233	0.3311087311762803
15.0	MESH:D004364	MONDO:0005109	0.534825263586565
15.0	CHEBI:35457	MONDO:0005016	0.3170206704844738
15.0	CHEBI:35610	MONDO:0004992	0.3677216460854968
15.0	CHEMBL.COMPOUND:CHEMBL1773	MONDO:0005575	0.40564422280708
15.0	UMLS:C0003232	MONDO:0004277	0.5161889601478512
15.0	MESH:D004364	MONDO:0005136	0.5663569681889136
15.0	CHEMBL.COMPOUND:CHEMBL11359	MONDO:0002598	0.3527552310083769
15.0	MESH:D014662	MONDO:0005468	0.317067884828237
15.0	CHEMBL.COMPOUND:CHEMBL1411731	MONDO:0005249	0.5361583312922019
15.0	CHEMBL.COMPOUND:CHEMBL641	MONDO:0005302	0.30095857279941274
14.0	CHEMBL.COMPOUND:CHEMBL1201576	MONDO:0011508	0.3465418016293908
14.0	CHEMBL.COMPOUND:CHEMBL112	MONDO:0001830	0.4824872248075894
14.0	MESH:D004364	MONDO:0005178	0.6376739988757583
14.0	MESH:D004364	MONDO:0005249	0.6481296211600244
14.0	MESH:D000995	MONDO:0018076	0.1895213210343177
14.0	MESH:D004364	MONDO:0005105	0.6443921022467699
14.0	UMLS:C0003299	MONDO:0008599	0.4677313012919335
14.0	CHEBI:35530	UMLS:C1457887	0.6176891888086097
14.0	CHEMBL.COMPOUND:CHEMBL1200503	MONDO:0010911	0.19584458175473246
14.0	MESH:D004364	MONDO:0005861	0.5365076349248649
14.0	CHEMBL.COMPOUND:CHEMBL1643	MONDO:0005155	0.4419229390114521
14.0	CHEBI:50247	MONDO:0029000	0.4086337565833711
14.0	UMLS:C0020591	MONDO:0013600	0.2594311846073023
14.0	CHEMBL.COMPOUND:CHEMBL16	MONDO:0001386	0.36080043610535273
14.0	CHEMBL.COMPOUND:CHEMBL110	MONDO:0001444	0.1966150828929622
14.0	MESH:D004364	MONDO:0008315	0.6479883395472384
14.0	CHEBI:50949	MONDO:0002009	0.27038651474624414
14.0	RXNORM:42512	MONDO:0005070	0.6221182460477501
14.0	CHEMBL.COMPOUND:CHEMBL1201581	MONDO:0008383	0.3951284874811149
14.0	CHEMBL.COMPOUND:CHEMBL693	UMLS:C0343401	0.32008831288743
14.0	CHEMBL.COMPOUND:CHEMBL4208190	UMLS:C1140999	0.3678188186574081
14.0	CHEMBL.COMPOUND:CHEMBL105	MONDO:0001187	0.45415469554992066
14.0	MESH:D004364	MONDO:0004995	0.5424392385630576
14.0	CHEMBL.COMPOUND:CHEMBL1200981	MONDO:0005059	0.5178631409797558
14.0	UMLS:C0041044	MONDO:0005249	0.4355482214439095
13.0	VANDF:4021572	MONDO:0005044	0.39164969402963723
13.0	MESH:D004364	MONDO:0002125	0.6137490072783428
13.0	CHEMBL.COMPOUND:CHEMBL34259	MONDO:0005070	0.6627219866878491
13.0	CHEMBL.COMPOUND:CHEMBL11359	MONDO:0005059	0.584734415968137
13.0	CHEMBL.COMPOUND:CHEMBL11359	MONDO:0004992	0.5024907613816086
13.0	CHEMBL.COMPOUND:CHEMBL848	MONDO:0009693	0.2671550373866819
13.0	UMLS:C0304497	MONDO:0005070	0.5847507283222896
13.0	UMLS:C0003232	MONDO:0004796	0.45749405470636206
13.0	CHEBI:86327	MONDO:0002041	0.19854925352410435
13.0	CHEMBL.COMPOUND:CHEMBL472	UMLS:C0241863	0.4417973999168051
13.0	CHEMBL.COMPOUND:CHEMBL108	MONDO:0001386	0.3679791335250499
13.0	MESH:D004364	MONDO:0005101	0.6282323248686645
13.0	MESH:D004364	MONDO:0005485	0.587616406883658
13.0	VANDF:4021592	MONDO:0001386	0.19522923437645281
13.0	CHEMBL.COMPOUND:CHEMBL374107	UMLS:C0596988	0.5780918191708971
13.0	MESH:D004364	MONDO:0005041	0.5923706354956965
13.0	CHEMBL.COMPOUND:CHEMBL1201593	MONDO:0005098	0.35434781936727155
13.0	MESH:D004965	MONDO:0007254	0.40873292910588344
12.0	MESH:D004364	MONDO:0005229	0.6908216718793685
12.0	CHEMBL.COMPOUND:CHEMBL1200628	MONDO:0005229	0.4125210029398583
12.0	CHEBI:35475	MONDO:0008383	0.4001211239482465
12.0	CHEMBL.COMPOUND:CHEMBL3039191	MONDO:0005009	0.42237167630842376
12.0	CHEMBL.COMPOUND:CHEMBL1200777	MONDO:0005420	0.19683830582943795
12.0	RXNORM:4053	UMLS:C0596988	0.6096068365949858
12.0	UMLS:C0003232	MONDO:0004235	0.5371983972839611
12.0	MESH:D004364	MONDO:0002050	0.5295416168612698
12.0	CHEMBL.COMPOUND:CHEMBL1200729	MONDO:0005619	0.32013891231092545
12.0	MESH:D004364	MONDO:0005011	0.6289123860526988
12.0	UMLS:C0003232	MONDO:0011438	0.5023151899384708
12.0	UMLS:C0003232	MONDO:0004522	0.4783403698840325
12.0	CHEMBL.COMPOUND:CHEMBL83	MONDO:0021100	0.3542022447006296
12.0	UMLS:C0003232	MONDO:0005108	0.600836851102204
12.0	CHEMBL.COMPOUND:CHEMBL1200764	MONDO:0004979	0.35843557378024604
12.0	CHEBI:35523	MONDO:0004979	0.28875999834907917
12.0	CHEMBL.COMPOUND:CHEMBL1234886	MONDO:0005002	0.43773898597930133
12.0	MESH:D004364	MONDO:0043512	0.7238718157910778
12.0	CHEBI:35530	MONDO:0005155	0.5784480525588007
12.0	CHEBI:38070	UMLS:C0231221	0.5593661342240218
12.0	UMLS:C0003232	MONDO:0043839	0.5863191161869006
12.0	CHEMBL.COMPOUND:CHEMBL1200729	UMLS:C0596988	0.5365992282052413
12.0	CHEMBL.COMPOUND:CHEMBL25	MONDO:0004981	0.41028085152069993
12.0	CHEMBL.COMPOUND:CHEMBL1200863	MONDO:0009693	0.2661370684362989
12.0	UMLS:C0003232	MONDO:0004822	0.5288528448681092
11.0	CHEBI:35475	MONDO:0005306	0.44278345576353706
11.0	UMLS:C0003232	MONDO:0005227	0.4510715846894381
11.0	UMLS:C0003232	MONDO:0001830	0.6830490297471384
11.0	MESH:D004364	MONDO:0004985	0.5679520096302757
11.0	CHEMBL.COMPOUND:CHEMBL1079742	MONDO:0005233	0.31050493534212076
11.0	MESH:D004364	MONDO:0005265	0.5895306176739888
11.0	CHEMBL.COMPOUND:CHEMBL1773	UMLS:C0596988	0.7395604520219299
11.0	CHEBI:48422	MONDO:0005070	0.5168004761757622
11.0	CHEMBL.COMPOUND:CHEMBL25	UMLS:C0241863	0.5673531259284408
11.0	MESH:D004364	UMLS:C0343401	0.6934141986769989
11.0	CHEMBL.COMPOUND:CHEMBL4297264	MONDO:0001386	0.470078825352411
11.0	CHEMBL.COMPOUND:CHEMBL1201825	MONDO:0004728	0.1690522870475578
11.0	CHEMBL.COMPOUND:CHEMBL1202	MONDO:0005247	0.4023982228804242
11.0	CHEMBL.COMPOUND:CHEMBL939	MONDO:0005070	0.6151677360774995
11.0	CHEBI:35530	UMLS:C0857121	0.3440537335874873
11.0	CHEBI:52726	MONDO:0009693	0.2734204634906546
11.0	CHEBI:35475	MONDO:0005578	0.4249661634525199
11.0	RXNORM:284924	MONDO:0011996	0.2577938186344152
11.0	CHEBI:50949	MONDO:0008114	0.2826377859965038
11.0	RXNORM:42512	MONDO:0005059	0.5504124718204721
11.0	CHEMBL.COMPOUND:CHEMBL1201583	MONDO:0004728	0.278788064677394
11.0	CHEMBL.COMPOUND:CHEMBL1201071	MONDO:0004277	0.41347282689423237
11.0	CHEMBL.COMPOUND:CHEMBL1201593	MONDO:0002679	0.29452886420438373
11.0	RXNORM:40254	MONDO:0001386	0.40051881816552265
11.0	CHEMBL.COMPOUND:CHEMBL450895	UMLS:C0596988	0.599948570595522
11.0	CHEMBL.COMPOUND:CHEMBL1200981	UMLS:C0596402	0.3578129087410137
11.0	RXNORM:4053	MONDO:0005249	0.48591749734685286
11.0	CHEMBL.COMPOUND:CHEMBL635	UMLS:C1457887	0.5854637470316039
11.0	UMLS:C0003232	MONDO:0005961	0.47142215044600605
11.0	UMLS:C1136254	MONDO:0005247	0.3706785703778731
11.0	UMLS:C1443775	MONDO:0004970	0.40463317311578434
11.0	UMLS:C0003232	MONDO:0001475	0.47938656907228955
11.0	CHEMBL.COMPOUND:CHEMBL939	MONDO:0004970	0.4107409306241985
10.0	CHEMBL.COMPOUND:CHEMBL5	UMLS:C0596988	0.5634761768332543
10.0	MESH:D004364	UMLS:C0231221	0.7215333447053724
10.0	UMLS:C1443775	MONDO:0005070	0.598505912060947
10.0	CHEMBL.COMPOUND:CHEMBL1703	MONDO:0005015	0.42387258777144227
10.0	UMLS:C0003232	MONDO:0024355	0.38610034673572324
10.0	CHEMBL.COMPOUND:CHEMBL2355051	MONDO:0008487	0.27569248596184126
10.0	CHEMBL.COMPOUND:CHEMBL547	MONDO:0012883	0.21384166452837586
10.0	CHEMBL.COMPOUND:CHEMBL43708	MONDO:0005249	0.49967483145531977
10.0	CHEMBL.COMPOUND:CHEMBL106	MONDO:0002026	0.24095528678862982
10.0	CHEMBL.COMPOUND:CHEMBL160	MONDO:0005083	0.4066694910606027
10.0	CHEMBL.COMPOUND:CHEMBL1384	UMLS:C0596988	0.6058637350810888
10.0	MESH:D004364	MONDO:0004648	0.6894464523138031
10.0	MESH:D004364	DOID:1920	0.6279779435224486
10.0	UMLS:C0729502	MONDO:0005070	0.5789687322147454
10.0	UMLS:C0003232	MONDO:0005441	0.483746742617587
10.0	CHEMBL.COMPOUND:CHEMBL1351	MONDO:0005070	0.6039758978322864
10.0	CHEBI:35469	MONDO:0002050	0.2532630202877746
10.0	CHEMBL.COMPOUND:CHEMBL160	UMLS:C1457887	0.6959807468239324
10.0	RXNORM:3264	MONDO:0009693	0.3206497291751849
10.0	MESH:D004364	MONDO:0005010	0.5878249377182161
10.0	CHEBI:35482	MONDO:0001830	0.32066773455163156
10.0	CHEMBL.COMPOUND:CHEMBL1773	MONDO:0029000	0.447549312582567
10.0	CHEMBL.COMPOUND:CHEMBL941	UMLS:C0279543	0.3249563200898637
10.0	CHEMBL.COMPOUND:CHEMBL25	MONDO:0005010	0.4780869534143996
10.0	MESH:D004364	MONDO:0009693	0.5819038036584675
10.0	CHEBI:38070	UMLS:C0750197	0.3304600548504052
10.0	MESH:D004364	MONDO:0005098	0.6108759314415754
10.0	UMLS:C0003290	MONDO:0002050	0.44922651852037737
10.0	MESH:D004364	MONDO:0005155	0.6344300248214684
10.0	CHEMBL.COMPOUND:CHEMBL2106589	MONDO:0018874	0.3046719215934535
10.0	CHEMBL.COMPOUND:CHEMBL1773	UMLS:C0877373	0.30584479525008235
10.0	UMLS:C0003232	MONDO:0003781	0.4935342248102901
10.0	RXNORM:42386	MONDO:0002049	0.37574784775584186
10.0	CHEMBL.COMPOUND:CHEMBL1200588	MONDO:0011438	0.38986853926205156
10.0	CHEBI:38070	MONDO:0005310	0.34549656950361063
10.0	RXNORM:203218	MONDO:0005136	0.30325040551352955
10.0	CHEMBL.COMPOUND:CHEMBL79	MONDO:0001830	0.468448358899991
10.0	CHEMBL.COMPOUND:CHEMBL83	UMLS:C0278488	0.34668921306975503
10.0	CHEMBL.COMPOUND:CHEMBL193	UMLS:C1140999	0.3744518858980982
10.0	CHEMBL.COMPOUND:CHEMBL939	MONDO:0005233	0.3015265976196713
10.0	CHEMBL.COMPOUND:CHEMBL1201258	MONDO:0005233	0.3526377660689916
10.0	UMLS:C0003232	UMLS:C0311392	0.5458275188352847
9.0	UMLS:C1268567	MONDO:0011719	0.2632304141248871
9.0	UMLS:C1136254	MONDO:0043544	0.37626706393050857
9.0	UMLS:C0729502	MONDO:0004992	0.5480418602722069
9.0	RXNORM:42386	MONDO:0008558	0.25766173896284295
9.0	UMLS:C0280038	DOID:1920	0.47594771058284235
9.0	CHEMBL.COMPOUND:CHEMBL888	UMLS:C0877373	0.32795276153723757
9.0	CHEMBL.COMPOUND:CHEMBL1201071	UMLS:C0596988	0.5966715446271234
9.0	CHEBI:35476	MONDO:0010096	0.30217811997600363
9.0	CHEMBL.COMPOUND:CHEMBL810	MONDO:0005070	0.5976630446751511
9.0	CHEMBL.COMPOUND:CHEMBL1643	MONDO:0005354	0.15901955456871902
9.0	CHEMBL.COMPOUND:CHEMBL1703	MONDO:0011122	0.48040699327439745
9.0	UMLS:C0003232	MONDO:0017775	0.5343101470652862
9.0	CHEMBL.COMPOUND:CHEMBL1628385	MONDO:0004277	0.33874527253865006
9.0	CHEMBL.COMPOUND:CHEMBL6	UMLS:C1140999	0.37687924297293973
9.0	CHEMBL.COMPOUND:CHEMBL1730	MONDO:0005249	0.5326347950668138
9.0	MESH:D004364	UMLS:C0858318	0.6291727584509376
9.0	VANDF:4021572	UMLS:C0857121	0.3167908547996395
9.0	CHEMBL.COMPOUND:CHEMBL34259	MONDO:0011849	0.3613973666959259
9.0	CHEMBL.COMPOUND:CHEMBL64	UMLS:C0596988	0.6039528779358629
9.0	MESH:D004364	MONDO:0004976	0.6803909726703643
9.0	UMLS:C0003232	MESH:D014946	0.44284004880494066
9.0	CHEBI:35526	MONDO:0005148	0.20959568867885875
9.0	VANDF:4021572	UMLS:C1457887	0.6429463928033294
9.0	UMLS:C0003232	MONDO:0005025	0.45038453952797786
9.0	CHEMBL.COMPOUND:CHEMBL1096882	MONDO:0004948	0.24187771063307953
9.0	RXNORM:42512	UMLS:C0596402	0.4668040268453713
9.0	CHEMBL.COMPOUND:CHEMBL3184791	MONDO:0018076	0.4134629427409165
9.0	CHEMBL.COMPOUND:CHEMBL2355051	MONDO:0005047	0.33302827316156314
9.0	CHEBI:50247	MESH:D062787	0.3545028393341475
9.0	VANDF:4021566	MONDO:0005044	0.39389639377582286
9.0	CHEMBL.COMPOUND:CHEMBL941	MONDO:0004967	0.4700949883385861
9.0	UMLS:C1443923	MONDO:0001673	0.37303783994199263
9.0	CHEMBL.COMPOUND:CHEMBL1200340	MONDO:0005812	0.30490051976597093
9.0	CHEMBL.COMPOUND:CHEMBL1201583	MONDO:0018177	0.33488057287776196
9.0	VANDF:4021566	UMLS:C0857121	0.30880388486675125
9.0	CHEMBL.COMPOUND:CHEMBL3186392	MONDO:0005249	0.49833716058693056
9.0	MESH:D004364	MONDO:0000402	0.6788996560580862
9.0	CHEMBL.COMPOUND:CHEMBL1201825	MONDO:0005150	0.24847830335404367
9.0	MESH:D004364	MONDO:0007915	0.665337333243018
9.0	CHEMBL.COMPOUND:CHEMBL1200477	MONDO:0005393	0.21868674633451807
9.0	UMLS:C0003232	MONDO:0024388	0.4425407016606578
9.0	MESH:D004364	MONDO:0001444	0.6221182976207548
9.0	CHEBI:35530	MONDO:0005068	0.4242879094414016
8.0	MESH:D004364	MONDO:0009061	0.6717817341685535
8.0	CHEMBL.COMPOUND:CHEMBL12	MONDO:0001386	0.4408939390075856
8.0	CHEMBL.COMPOUND:CHEMBL103	MONDO:0043512	0.5675080513605383
8.0	MESH:D004364	MONDO:0005062	0.649539621382797
8.0	UMLS:C0041044	MONDO:0005247	0.37797436436569976
8.0	MESH:D004364	MONDO:0005258	0.7063593828166551
8.0	MESH:D004364	UMLS:C0877248	0.5461787338532831
8.0	CHEMBL.COMPOUND:CHEMBL1200777	UMLS:C1457887	0.6675414686972297
8.0	CHEBI:35530	MONDO:0007263	0.3959443169978954
8.0	CHEMBL.COMPOUND:CHEMBL941	MONDO:0005059	0.4410471831125465
8.0	MESH:D004364	MONDO:0008903	0.632252133993776
8.0	CHEMBL.COMPOUND:CHEMBL1234886	MONDO:0006952	0.4229072270540753
8.0	MESH:Q000819	UMLS:C1457887	0.6529832841219557
8.0	MESH:D004364	MONDO:0001134	0.6059058370879437
8.0	CHEBI:35474	MONDO:0008383	0.6192986088351942
8.0	MESH:D004364	MESH:D014550	0.7717763249554446
8.0	UMLS:C0003232	MONDO:0002258	0.45989514426200184
8.0	RXNORM:4053	MONDO:0011438	0.4269101599221389
8.0	UMLS:C0003232	MONDO:0001882	0.5072238036724509
